"fid","name","gender","lifespan","age_at_death","birth","place_birth_lat","place_birth_lon","place_birth","death","place_death_lat","place_death_lon","place_death","count_memories","count_stories","count_photos","count_sources","count_parents","count_siblings","count_spouses","count_children"
"27P4-G81","John William Cunningham","Male","1715–24 November 1765",50,"+1715","41.34583","-72.03028","Groton, New London, Connecticut Colony, British Colonial America","+1765-11-24","41.546","-73.208","Woodbury, Litchfield, Connecticut Colony, British Colonial America",0,0,0,0,2,5,2,21
"2D65-99H","Anne Gleason","Female","3 May 1713–6 November 1766",53,"+1713-05-03","42.3","-71.43333","Framingham, Middlesex, Massachusetts, United States","+1766-11-06","42.2977","-71.7145","Shrewsbury, Worcester, Massachusetts, United States",0,0,0,14,2,7,1,11
"2MJ7-996","Maria Magdalena Runkel","Female","20 November 1709–Abt 1804",95,"+1709-11-20","50.47638","7.48113","Melsbach, Neuwied, Rhineland-Palatinate, Germany","+1804",NA,NA,NA,0,0,0,20,2,7,1,11
"2WM7-P6G","Rebecca Lathrop","Female","25 November 1701–22 June 1747",45,"+1701-11-25","41.68333","-70.36667","Barnstable, Barnstable, Massachusetts Bay, British Colonial America","+1747-06-22","41.2895","-72.6747","Guilford, New Haven, Connecticut, British Colonial America",0,0,0,27,2,13,1,10
"2Z35-X55","Susannah Shewis","Female","1717–1771",54,"+1717","41.7541","-73.741","Dutchess, New York Colony, British Colonial America","+1771","41.43","-73.6806","Carmel Hamlet, Putnam, New York Colony",0,0,0,7,1,0,1,12
"93R2-H66","Gilbert De Nugent","Male","ABT 1754–",NA,"+1754","53","-8","Ireland",NA,NA,NA,NA,0,0,0,0,2,0,1,1
"9CKZ-WZ2","Rebecca Netherton","Female","1750–before 15 July 1823",73,"+1750","38.16667","-79.11667","Augusta, Virginia, British Colonial America",NA,"38.18333","-85.65","Jefferson, Kentucky, United States",0,0,0,9,2,3,2,6
"9J8C-TPW","Anna Elisabetha","Female","–",NA,NA,"51.5","10","Germany",NA,"51.5","10","Germany",0,0,0,14,0,0,1,7
"9JDW-SG6","James Lynn Sr.","Male","1720–1797",77,"+1720",NA,NA,NA,"+1797","35.78333","-78.63333","Wake, North Carolina, United States",6,2,3,9,2,0,1,9
"9JWH-DSM","John Coolbroth","Male","ABT 1700–",NA,"+1700","54.61119","-6.93167",",, Ulster, Ireland",NA,"43.58167","-70.36111","Scarborough, Cumberland, Maine",0,0,0,0,0,0,1,1
