"fid","name","gender","lifespan","age_at_death","birth","place_birth_lat","place_birth_lon","place_birth","death","place_death_lat","place_death_lon","place_death","count_memories","count_stories","count_photos","count_sources","count_parents","count_siblings","count_spouses","count_children"
"21JJ-XXJ","Joan Haydock","Female","about  1387–17 Jan 1440",53,"+1387","53.83333","-2.2","Bradley, Lancashire, England","+1440-01-17","53.4497","-2.8831","Croxteth, Lancashire, England",2,0,2,7,2,2,2,15
"23JZ-7BB","Elizabeth de Stafford","Female","5 July 1375–3 May 1405",29,"+1375-07-05","52.77951","-1.91711","Staffordshire, England","+1405-05-03","52.91388","-1.97121","Heleigh, Staffordshire, England.",1,0,2,6,2,1,1,3
"26G1-K7G","Isabel Norton","Female","about 1352–1402",50,"+1352","51.5006","0.2528","Aveley, Essex, England","+1402","52.4379","-1.6496","England",0,0,0,0,1,0,1,3
"26G1-KQS","Thomas Belhouse","Male","about 1338–1389-1397",59,"+1338","51.5006","0.2528","Aveley, Essex, England","+1389",NA,NA,NA,0,0,0,0,2,0,1,3
"26P9-RY5","Eleanor de Erleigh","Female","about 1315–1382",67,"+1315","51.541","0.2937","North Ockendon, Havering, Greater London, England","+1382","51.541","0.2937","North Ockendon, Havering, Greater London, England",0,0,0,2,2,1,1,6
"2736-LNS","Roderick MacLeod 7th of Lewes","Male","1420–1598",178,"+1420","58.2698","-6.6822","Isle of Lewis, Ross-shire, Scotland","+1598","56.63333","-6.08333","Blooy Bay, Tobermory, Argyll, Scotland",1,0,1,3,2,4,2,7
"277W-22G","Anne Denston","Female","1438–30 May 1481",43,"+1438","52.1455","0.5723","Denston, Suffolk, England","+1481-05-30","52.1455","0.5723","Denston, Suffolk, England",0,0,0,2,2,1,1,3
"277W-2FK","John Broughton IV","Male","1435–10 October 1479",44,"+1435","52.06666","0.71666","Kentwell, Suffolk, England","+1479-10-10","53.811","-2.7249","Broughton, Lancashire, England",0,0,0,3,2,7,1,3
"278Y-SFL","Elizabeth Tilney","Female","Abt 1444–4 April 1497",53,"+1444","52.5338","1.17023","Ashwellthorpe, Norfolk, England","+1497-04-04","51.51","-0.12","London, England",9,1,7,9,2,0,2,12
"27DJ-1JF","William Bowyer of Petworth","Male","abt 1465–before 19 May 1528",63,"+1465","50.981","-0.3385","Sussex, England",NA,"50.98333","-0.6","Petworth, Sussex, England",0,0,0,5,2,0,1,6
"27DZ-NGM","Hugh Cressett","Male","1385–1445",60,"+1385","52.52665","-2.5166","Upton Cressett, Shropshire, England","+1445","52.7072","-2.6566","Upton Magna, Shropshire, England",0,0,0,1,2,0,1,1
"27S3-5LP","Robert de Orchard","Male","1346–1410",64,"+1346","50.9889","-3.0799","Orchard Portman, Somerset, England, United Kingdom","+1410","51.11974","-2.9","Somerset, England, United Kingdom",0,0,0,2,2,0,1,2
"27S3-5PY","Margaret Manningford","Female","1358–1420",62,"+1358","50.766","-2.14508","Dorset, England","+1420","51.11974","-2.9","Somerset, England",0,0,0,1,2,0,1,2
"27SZ-NSM","Sir Lawrence Acton","Male","1403–1480",77,"+1403","55.3028","-1.71802","Acton and Old Felton, Northumberland, England","+1480","55.3028","-1.71802","Acton and Old Felton, Northumberland, England",1,0,1,2,2,0,1,1
"297C-FKX","Joan Poynings","Female","before 1387–1421",35,NA,"50.981","-0.3385","Camois, Sussex, England","+1421","51.04398","-0.82129","Trotton, Sussex, England",1,0,1,2,2,1,1,3
"297C-FRM","James Radcliffe","Male","1410–4 March 1446",36,"+1410","53.5451","-2.1414","Chadderton, Lancashire, England","+1446-03-04","53.57854","-2.42766","Bolton, Lancashire, England",0,0,0,3,2,7,2,6
"2993-Y8D","Anne Stradling","Female","1469–29 December 1539",70,"+1469","51.5365","-2.0122","Dauntsey, Wiltshire, England","+1539-12-29","51.5365","-2.0122","Dauntsey, Wiltshire, England, United Kingdom",7,2,5,24,2,1,1,11
"29HZ-VL7","Alice Fauntleroy","Female","from 9 January 1349 to 8 January 1350–1370",21,"+1349-01-09","52.64306","-2.71362","Shropshire, England, United Kingdom","+1370",NA,NA,NA,0,0,0,1,0,0,1,1
"29TC-RSV","Thomas Trevett III","Male","1355–1410",55,"+1355","51.11974","-2.9","Somerset, England","+1410","51.11974","-2.9","Somerset, England",0,0,0,1,2,1,1,2
"29TN-NN6","John Dafydd ap Gualiter Davis","Male","1375–1440",65,"+1375","52.5628","-3.14932","Montgomeryshire, Wales","+1440","52.5628","-3.14932","Montgomeryshire, Wales",0,0,0,2,2,2,1,1
"29Y4-1CJ","Sir William Willoughby","Male","1432–between 1465 and November 1468",36,"+1432","52.979","-0.0235","Boston, Lincolnshire, England","+1465","52.979","-0.0235","Boston, Lincolnshire, England",2,0,2,5,2,1,1,1
"2CTB-Z8D","Anna Eriksdotter Krummedige","Female","–",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,2,9,2,7
"2FY5-RQY","Thomas Garneys","Male","1422–12 December 1458",36,"+1422","52.4583","1.567","Beccles, Suffolk, England","+1458-12-12","52.2478","1.2097","Kenton, Suffolk, England",3,2,1,1,2,2,1,3
"2HKB-8QG","Richard Eccles","Male","1420–1500",80,"+1420","55.43333","-5.2","Kildonan,Kilmory, North Ayrshire, Ayrshire and Arran, Scotland, United Kingdom","+1500","53","-8","Ireland",0,0,0,0,2,1,1,1
"2MGY-GL8","Lady Anne Belknap","Female","13 May 1460–1522",62,"+1460-05-13","52.33781","-1.56089","Griffe, Warwickshire, England","+1522","44.97814","0.98308","Calais, Dordogne, Aquitaine, France",1,0,1,11,2,7,1,7
"2MK6-TP2","Roger De Cliderow","Male","1439–1469",30,"+1439","53.9352","-2.2613","Gisburn, Yorkshire, England","+1469",NA,NA,NA,2,0,2,3,0,0,1,1
"2MQP-R6L","Eleanor Aylesbury","Female","1406–15 Jun 1481",75,"+1406","51.76274","-0.65918","Milton Keynes, Buckinghamshire, England","+1481-06-15","52.3353","-2.0579","Bromsgrove, Worcestershire, England",3,0,2,8,2,3,1,8
"2MRP-VGY","Baroness Philippa Lovell","Female","about 1381–15 May 1465",84,"+1381","52.35","-0.85","Northamptonshire, England","+1465-05-15",NA,NA,NA,5,0,3,11,2,3,2,9
"2MRR-CWH","John Fulwood","Male","about 1415–1475",60,"+1415","52.33781","-1.56089","Warwickshire, England","+1475","52.6325","-1.69","Tamworth, Warwickshire,England",0,0,0,2,2,1,2,1
"2Q1M-GXC","Elizabeth Mainwaring","Female","1394–25 February 1481",87,"+1394","53.2623","-2.3918","Lower Peover, Cheshire, England","+1481-02-25","53.21667","-2.16667","Gawsworth, Cheshire, England",2,0,2,5,2,10,1,13
"2Q1V-W6G","Mariëtte Carlyle Baroness of  Herr","Female","1462–4 June 1493",31,"+1462","55.08333","-3.51667","Torthorwald, Dumfriesshire, Scotland","+1493-06-04","55.14783","-3.64282","Dumfriesshire, Scotland",2,0,2,9,2,5,2,10
"2QBB-MPK","Lady Laura Peckham","Female","1440–1520",80,"+1440","51.22608","0.75054","Yaldham-in-wrotham, Kent, England","+1520","51.13208","0.75826","Bethersden, Kent, England",1,0,1,1,2,4,1,7
"2S35-DFC","Isabelle Wrottesley","Female","about 1424–",NA,"+1424","52.61457","-2.22049","Wrottesley, Staffordshire, England",NA,NA,NA,NA,0,0,0,3,2,8,1,1
"2S4K-92J","Joan Bellers","Female","1396–26 April 1475",79,"+1396","52.7559","-0.9488","Kirby Bellars, Leicestershire, England","+1475-04-26","53.4","-2.35","Broadheath, Cheshire, England",2,0,2,3,2,3,2,8
"2S86-FQ1","John Woodnoth","Male","1397–",NA,"+1397","53.18268","-2.53046","Littell Morton, Chesire, England",NA,NA,NA,NA,0,0,0,0,0,0,1,1
"2SH9-5PS","John Stoddard","Male","1434–1454",20,"+1434","53.17","-2.62","Rushton, Cheshire, England","+1454","53.17","-2.62","Rushton, Cheshire, England",0,0,0,1,0,0,1,1
"2V4Q-SYX","Robert Beaufitz","Male","1 January 1375–25 November 1427",52,"+1375-01-01","50.7225","-3.5328","Exeter, Devon, England","+1427-11-25","51.3852","0.5482","Gillingham, Kent, England",2,0,3,10,2,0,1,2
"2WD8-B3F","Thomas Fitton","Male","1402–16 July 1449",47,"+1402","53.21667","-2.16667","Gawsworth, Cheshire, England","+1449-07-16","53.21667","-2.16667","Gawsworth, Cheshire, England",3,0,3,6,2,17,2,17
"2WFL-Z7C","Mary Nanseglos","Female","1466–22 February 1542",76,"+1466","51.76274","-0.65918","Buckinghamshire, England","+1542-02-22","52.3402","-0.6458","Finedon, Northamptonshire, England, United Kingdom",0,0,1,1,2,4,1,17
"2WHV-XWQ","Elizabeth de Mountford","Female","1356–after 1440",85,"+1356","52.45","0.55","Hockwold cum Wilton, Norfolk, England","+1440","52.52002","1.06342","Besthorpe, Norfolk, England",0,0,0,3,2,0,1,8
"2WJ8-NC2","Lord John Brenchley","Male","1389–",NA,"+1389","51.1497","0.3972","Brenchley, Tunbridge Wells, Kent, England, United Kingdom",NA,NA,NA,NA,0,0,0,1,2,0,2,3
"2WJ8-V9W","John More","Male","about 1420–",NA,"+1420","53.35","-2.65","Moore, Cheshire, England",NA,NA,NA,NA,1,0,1,0,2,1,1,2
"2Z32-W8W","Margaret Grosvenor","Female","1485–1524",39,"+1485","52.56304","-2.17598","Penn, Staffordshire, England","+1524","53.95878","-1.08248","Yorkshire, England",0,0,0,0,2,0,2,4
"2Z3X-YDQ","Sir Robert Downes","Male","1395–18 July 1459",64,"+1395","53.3088","-2.0846","Pott Shrigley, Cheshire, England","+1459-07-18","53.38581","-1.91978","Hayfield, Derbyshire, England",2,0,2,0,2,5,1,6
"2ZSH-SHD","Christian Chichley","Female","1433–2 April 1499",66,"+1433","52.20464","0.11964","Cambridge, Cambridgeshire, England","+1499-04-02","50.25116","-5.06676","Cornwall, England",0,0,0,0,2,1,1,3
"2ZSS-3MT","Nicholas Rigby I","Male","1415–",NA,"+1415","53.6084","-2.70165","Wrightington, Lancashire, England",NA,NA,NA,NA,2,0,1,2,2,0,1,1
"4P7Z-PYK","Janet Napier","Female","1440–1512",72,"+1440","55.9361","-3.2141","Merchiston, Edinburgh, Midlothian, Scotland","+1512","55.9535","-3.1892","Edinburgh, Midlothian, Scotland",1,0,1,4,2,3,2,6
"932H-2MZ","Sir Henry Wentworth","Male","13 February 1432–before 27 February 1501",68,"+1432-02-13","52.1042","1.0491","Nettlestead, Suffolk, England",NA,NA,NA,NA,4,3,2,7,2,2,2,7
"9335-6MW","Ieuan "" Goch"" ap Madog","Male","ABT    1402–",NA,"+1402","52.5629","-3.1492","of Celynog,Llanrhaeadr-ym-M,Montgomeryshire,Wales",NA,NA,NA,NA,0,0,0,0,1,0,1,5
"9336-WF9","Sir William Brandon","Male","Abt 1425–Aft 9 April 1491",66,"+1425","52.4265","0.5762","Wangford, Suffolk, England","+1491-04-09","52.4379","-1.6496","England",5,0,4,17,2,0,1,14
"933G-5LN","Rhys ap Llywelyn","Male","Abt 1460–Deceased",NA,"+1460",NA,NA,"of Llys-y-cil, Llanferres, Denbighshire, Wales",NA,NA,NA,NA,0,0,0,0,2,0,2,3
"933R-4G7","Gruffudd ap Cynhaethwy","Male","about 1575–",NA,"+1575","51.58113","-3.79154","of Cilleculum,Margam,Glamorganshire,Wales",NA,NA,NA,NA,0,0,0,0,0,0,1,2
"9341-XB9","Gruffudd Kynaston","Male","1395–1476",81,"+1395","52.4403","-2.8336","Craven Arms, Shropshire, England","+1476","52.89582","-2.88232","Stokes, Ellesmere, Shropshire, England",0,0,2,5,2,1,2,14
"9345-ZKL","Eleanor de Courtenay","Female","1374–",NA,"+1374","53.18268","-2.53046","Cawarthyn,,Cheshire,England",NA,"53.43333","-2.1","Woodley, Cheshire, England",0,0,0,0,2,0,1,1
"9362-KQZ","Anne Greystoke","Female","1412–27 March 1477",65,"+1412","53.95878","-1.08248","Yorkshire, England","+1477-03-27","54.11667","-0.71667","Settrington, Yorkshire, England",1,1,1,6,2,7,1,15
"9365-HGT","John Humphrey Marston Atheward","Male","1436–1450",14,"+1436","51.8987","-0.8776","North Marston, Buckinghamshire, England","+1450","52.4379","-1.6496","England, United Kingdom",0,0,0,2,2,0,1,4
"9376-KW3","Llywelyn "" Ddu"" ap Dafydd","Male","ABT    1377–",NA,"+1377","51.8399","-3.65417","of Glyntawe,Defynnog,Breconshire,Wales",NA,NA,NA,NA,0,0,0,0,2,3,1,3
"9378-VH3","Hywel ap Llywelyn","Male","ABT    1425–",NA,"+1425","52.33022","-3.76641","Wales",NA,NA,NA,NA,0,0,0,0,2,0,2,5
"9379-XGJ","Elsbeth  Elisabeth deBourgogne ap Gruffudd  Griffith","Female","1425–1514",89,"+1425","47.3272","5.044","Dijon, Cote d'Or, Bourgogne, France","+1514","51.48417","-3.67806","Newton, Glamorgan, Wales",1,0,1,0,2,0,2,14
"937D-KVY","Lord William Douglas 4th Of Drumlanrig","Male","1430–22 July 1484",54,"+1430","56.46196","-2.97065","Dundee, Forfarshire, Scotland","+1484-07-22","56.13333","-3.26666","Cluny, Fife, Scotland",9,1,8,3,2,4,1,9
"937J-XG9","Elen ferch Dafydd","Female","about 1420–",NA,"+1420","51.86109","-4.92292","Cemaes, Pembrokeshire,Wales",NA,NA,NA,NA,0,0,0,0,2,1,1,5
"937J-XVB","Dafydd Ddu ap Ieuan","Male","ABT    1385–",NA,"+1385","52.16667","-4.4","of Llwyn Dafydd,Llandysiliogogo,Cardiganshire,Wales",NA,NA,NA,NA,0,0,0,0,0,0,1,5
"937K-W1J","Gwenllian ferch Llywelyn","Female","ABT    1414–",NA,"+1414","52.41891","-3.64489","of Cefnhafodau,Llangurig,Montgomeryshire,Wales",NA,NA,NA,NA,0,0,0,0,2,0,2,6
"937V-DD8","Gwenhwyfar II ferch Llywelyn","Female","1505–",NA,"+1505","53.29127","-4.37203","Anglesey, Wales",NA,NA,NA,NA,0,0,0,1,2,17,2,4
"937V-JTY","Hwlcyn Llwyd ap Tudur","Male","1340–1404",64,"+1340","53.06666","-4.31666","Glyn Llifon, Llandwrog, Caernarvon, Wales","+1404",NA,NA,NA,1,0,1,0,2,4,1,3
"937V-N6L","Mallt Ferch Ithel","Female","ABT    1362–",NA,"+1362","53.2362","-3.1291","of,Tegeingl ctf,Flintshire,Wales",NA,NA,NA,NA,0,0,0,0,1,0,2,1
"937V-WC5","Ieuan ap Ithel","Male","ABT    1374–",NA,"+1374","52.864","-3.2172","of,Llangadwaladr,Anglesey,Wales",NA,NA,NA,NA,0,0,0,0,2,0,1,1
"937Z-4HW","Gwenllian ferch Llywelyn","Female","1420–",NA,"+1420","52.00854","-4.3249","Llangeler, Carmarthenshire, Wales, United Kingdom",NA,NA,NA,NA,0,0,0,0,2,10,1,2
"9399-T5R","Elizabeth Gateford","Female","1434–",NA,"+1434","53.11546","-1.02722","Gateford, Nottingham, England",NA,NA,NA,NA,0,0,0,2,1,0,2,2
"93DJ-SD7","Sir Thomas Baynham","Male","9 April 1422–16 February 1500",77,"+1422-04-09","51.88419","-2.14462","Gloucestershire, England","+1500-02-16","52.4379","-1.6496","England",4,1,3,4,2,5,2,18
"93HT-2B5","Morgan "" Goch""","Male","–",NA,NA,"51.8623","-3.4353","of,Cantref Mawr,Breconshire,Wales",NA,NA,NA,NA,0,0,0,0,0,0,1,1
"93JG-NYF","Henry Knyveton","Male","1405–Abt 1468",63,"+1405","53.0125","-1.6678","Bradley, Derbyshire, England","+1468","51.9146","-2.5827","Ross-on-Wye, Herefordshire, England",2,0,2,12,2,2,1,3
"93KC-VQ8","Sir John St John Sr","Male","28 Jan 1426–29 November 1489",63,"+1426-01-28","52.2143","-0.5035","Bletsoe Castle, Bedfordshire, England","+1489-11-29","52.2143","-0.5036","Bletsoe, Bedfordshire, England",6,0,3,4,2,5,1,5
"93LT-BFQ","Sir William Hody","Male","before 1441–18 June 1524",83,NA,"52.4379","-1.6496","England","+1524-06-18","52.4379","-1.6496","England",1,0,0,2,2,10,2,8
"93Q4-33T","Gwerful ferch Jenkin","Female","–",NA,NA,"53.1847","-3.4228","of,Maelor Gymraeg,Denbighshire,Wales",NA,NA,NA,NA,0,0,0,0,2,1,2,2
"93Q4-GDX","Angharad Gruffudd","Female","1380–",NA,"+1380","52.33022","-3.76641","Wales",NA,NA,NA,NA,0,0,0,0,2,0,2,2
"93Q4-MS9","John ap Jenkin","Male","from 1420 to 1442–",NA,"+1420","51.65","-3.48333","Abergorci, Rhondda, Glamorgan, Wales",NA,NA,NA,NA,0,0,0,0,2,2,2,10
"93Q8-H6L","Roger ap Thomas","Male","–",NA,NA,"51.95","-3.38333","of Y Caerau,Brecon,Breconshire,Wales",NA,NA,NA,NA,0,0,0,0,0,0,1,9
"93Q9-XQD","Angharad ferch Dafydd","Female","ABT    1404–",NA,"+1404","52.2326","-3.9851","of Castell Odwyn,Llanbadarn Odwyn,Cardiganshire,Wales",NA,NA,NA,NA,0,0,0,0,2,0,2,4
