"fid","name","gender","lifespan","age_at_death","birth","place_birth_lat","place_birth_lon","place_birth","death","place_death_lat","place_death_lon","place_death","count_memories","count_stories","count_photos","count_sources","count_parents","count_siblings","count_spouses","count_children"
"224H-FPN","Elizabeth Ann Todlerby","Female","1577–14 August 1630",53,"+1577","51.7008","-1.6916","Lechlade, Gloucestershire, England","+1630-08-14","51.4672","-1.4376","East Shefford, Berkshire, England",0,0,0,10,1,4,1,6
"24NS-LGZ","Elizabeth Isley","Female","about 1510–after 1 March 1572",62,"+1510","52.4379","-1.6496","England","+1572-03-01","52.4379","-1.6496","England",1,0,1,3,1,0,2,7
"273C-7ZT","Michael Loblein","Male","about 1541–14 May 1608",67,"+1541",NA,NA,NA,"+1608-05-14","49.06309","10.61542","Altentrüdingen, Wassertrüdingen, Ansbach, Middle Franconia, Bavaria, Germany",0,0,0,1,0,0,1,9
"2781-RQS","Mary Layton","Female","about 1522–",NA,"+1522","53.95878","-1.08248","Saxhoe, Yorkshire, England",NA,NA,NA,NA,0,0,0,0,0,0,1,9
"278V-KQL","William H. Carter Sr","Male","1510–1569",59,"+1510","52.118","-0.4967","Kempston, Bedfordshire, England","+1569","52.118","-0.4968","Oakes Farm, Kempston, Bedfordshire, England",1,0,1,5,2,8,1,12
"27VJ-LSP","Sarah Galliard","Female","circa 1592–1671",79,"+1592",NA,NA,NA,"+1671",NA,NA,NA,0,0,0,1,2,2,1,11
"29HB-DM2","Maria Slade","Female","1545–25 September 1610",65,"+1545","52.4376","-0.7669","Rushton, Northamptonshire, England, United Kingdom","+1610-09-25","52.2611","0.0632","Oakington, Cambridgeshire, England, United Kingdom",3,0,1,7,2,1,1,4
"29HB-DWP","Lord Thomas Leete III","Male","12 November 1554–12 November 1616",62,"+1554-11-12","52.2608","0.0644","Oakington, Cambridgeshire, England","+1616-11-12","52.2608","0.0644","Oakington, Cambridgeshire, England",10,1,2,4,2,6,1,4
"29MW-S9R","Hans Darmsheimer","Male","1493–von 1545 zu 1558",65,"+1493","48.71443","9.00662","Sindelfingen, Böblingen, Württemberg","+1545","48.71443","9.00662","Sindelfingen, Böblingen, Württemberg",0,0,0,0,1,0,1,1
"29MW-SQQ","Catharina","Female","von 1510 zu 1520–Juni 1561",51,"+1510",NA,NA,NA,"+1561-06","48.71443","9.00662","Sindelfingen, Böblingen, Württemberg",0,0,0,1,0,0,1,1
"29WW-Z3D","Joan Rokewood","Female","1536–before 8 July 1606",70,"+1536","52.3776","0.787","Euston, Suffolk, England",NA,"52.94061","0.9568","Cockthorpe, Norfolk, England",9,0,0,2,2,1,2,5
"2HM3-HZS","Maria Hanmer","Female","ABT 1522–",NA,"+1522","52.95","-2.83333","Of,Hanmer,Flintshire,England",NA,NA,NA,NA,0,0,0,12,2,6,2,13
"2KR4-9Z7","Benjamin Fairfax","Male","1592–1676",84,"+1592","52.623","1.273","Norwich, , Norfolk, England","+1676",NA,NA,NA,0,0,0,1,2,5,1,11
"2S22-1KV","John Conley","Male","19 October 1561–20 December 1637",76,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,7,1,3,2,3
"2S2L-2ZB","Henry Jordan","Male","1534–19 July 1603",69,"+1534","50.6117","-2.4523","Melcombe Regis, Dorsetshire, England","+1603-07-19","52.3006","1.2864","Wilby, Suffolk, England",1,0,1,10,2,0,1,4
"2WH1-BT3","William Goare","Male","1583–1609",26,"+1583","50.7975","-2.5821","Cattistock, Dorset, England","+1609","50.766","-2.14508","Dorset, England",2,0,2,5,2,0,1,2
"2Z4Z-WFW","Richard Bigge","Male","27 October 1479–4 November 1533",54,"+1479-10-27","51.05","0.58333","Benenden, Kent, England","+1533-11-04","51.22608","0.75054","Kent, England",2,1,1,6,2,1,2,17
"2ZCK-8L3","Capt Richard Gifford of Bally Magarrett","Male","1530–15 November 1568",38,"+1530","51.07865","-1.31703","Itchell, Hampshire, England, United Kingdom","+1568-11-15","51.7099","-0.612","Chesham, Buckinghamshire, England, United Kingdom",0,0,0,1,2,10,1,8
"2ZSW-XCW","James Napier of Punknoll","Male","1529–5 April 1560",31,"+1529","50.68333","-2.66667","Swyre, Dorset district, Dorset, England","+1560-04-05","50.6956","-2.6612","Puncknowle, Dorset, England",0,0,0,3,2,4,2,12
"41BF-W6T","Mrs. John Hilles","Female","about 1500–",NA,"+1500","52.4379","-1.6496","England, United Kingdom",NA,NA,NA,NA,0,0,0,0,0,0,1,5
"4DQZ-9P5","Mrs. Frost","Female","–",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,2
"4F5V-K64","Mrs. Graynge","Female","1526–",NA,"+1526","52.4379","-1.6496","England, United Kingdom",NA,NA,NA,NA,0,0,0,1,0,0,1,1
"4J1Q-G46","Anne Miller","Female","1580–1630",50,"+1580","51.011","-1.651","Whiteparish, Wiltshire, England, United Kingdom","+1630","37.6","-76.56667","Middlesex, Virginia, United States",0,0,0,4,0,0,1,1
"4R34-732","Elizabeth Hamilton","Female","about 1533–",NA,"+1533","56.81674","-4.18396","Scotland",NA,NA,NA,NA,0,0,0,0,2,6,1,1
"4S46-BTS","Unknown","Female","–",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1
"4X6G-N1X","Mrs Harry Hay","Female","about 1524–",NA,"+1524","52.33333","-2.4","Rock, Worcestershire, England",NA,NA,NA,NA,0,0,0,0,0,0,1,3
"4X7J-PX5","Elizabeth Wytham","Female","1547–",NA,"+1547","51.8811","0.5513","Terling, Braintree district, Essex, England, United Kingdom",NA,NA,NA,NA,1,0,1,2,0,0,1,5
"4XM6-ZRX","Jane Empson","Female","1552–1611",59,"+1552","56.25","-4.25","Stirlingshire, Scotland","+1611","56.25","-4.25","Stirlingshire, Scotland",0,0,0,0,2,0,2,2
"4ZJZ-QJH","Agnes Pickworth","Female","1500–4 Aug 1569",69,"+1500-01-10","52.90473","-0.30907","Horbling, Lincolnshire, England","+1569-08-14","52.90473","-0.30907","Horbling, Lincolnshire, England",0,0,0,1,1,0,2,2
"932V-TKM","William Hammond","Male","1579–8 October 1637",58,"+1579","51.7281","-2.3771","Slimbridge, Gloucestershire, England","+1637-10-08","51.7281","-2.3771","Slimbridge, Gloucestershire, England",2,0,0,12,1,0,1,2
"93HY-M7Q","David ap Morgan","Male","about 1520–",NA,"+1520","51.8557","-4.3097","Carmarthen, Carmarthenshire, Wales, United Kingdom",NA,NA,NA,NA,0,0,0,1,2,9,2,18
