"fid","name","gender","lifespan","age_at_death","birth","place_birth_lat","place_birth_lon","place_birth","death","place_death_lat","place_death_lon","place_death","count_memories","count_stories","count_photos","count_sources","count_parents","count_siblings","count_spouses","count_children"
"218J-3ZW","Beata Johansdatter von Thienen","Female","1360–1407",47,"+1360","54.518","9.567","Schleswig, Schleswig-Flensburg, Schleswig-Holstein, Germany","+1407","54.518","9.567","Schleswig, Schleswig-Flensburg, Schleswig-Holstein, Germany",0,0,0,0,2,1,1,10
"21JJ-16B","Margaret de Harling","Female","1372–Cir 1416",44,"+1372","52.43316","0.94596","East Harling, Norfolk, England","+1416",NA,NA,NA,0,0,0,3,2,4,2,4
"21JJ-XXJ","Joan Haydock","Female","about  1387–17 Jan 1440",53,"+1387","53.83333","-2.2","Bradley, Lancashire, England","+1440-01-17","53.4497","-2.8831","Croxteth, Lancashire, England",2,0,2,7,2,2,2,15
"23JZ-7BB","Elizabeth de Stafford","Female","5 July 1375–3 May 1405",29,"+1375-07-05","52.77951","-1.91711","Staffordshire, England","+1405-05-03","52.91388","-1.97121","Heleigh, Staffordshire, England.",1,0,2,6,2,1,1,3
"26G1-K7G","Isabel Norton","Female","about 1352–1402",50,"+1352","51.5006","0.2528","Aveley, Essex, England","+1402","52.4379","-1.6496","England",0,0,0,0,1,0,1,3
"26G1-KQS","Thomas Belhouse","Male","about 1338–1389-1397",59,"+1338","51.5006","0.2528","Aveley, Essex, England","+1389",NA,NA,NA,0,0,0,0,2,0,1,3
"26LW-M45","Joane Kriton","Female","about 1396–",NA,"+1396","50.766","-2.14508","Dorset, England",NA,"53.44122","-2.01655","Broadbottom, Cheshire, England",0,0,0,1,2,0,1,2
"2776-MS3","Lady Katherine Daubeney","Female","about 1365–1418",53,"+1365","50.73646","-3.71887","Devon, England","+1418","50.73646","-3.71887","Devon, England",1,0,1,7,2,7,1,6
"277F-SR2","Nicholas Belhouse","Male","before 1306–",NA,NA,"51.5006","0.2528","Aveley, Essex, England",NA,NA,NA,NA,0,0,0,0,2,2,2,1
"277X-L1F","Lady. Elizabeth Brocton","Female","1430–1489",59,"+1430","52.5102","-2.6299","Brockton, Stanton Long, Shropshire, England, United Kingdom","+1489","52.5102","-2.6299","Brockton, Stanton Long, Shropshire, England, United Kingdom",1,0,1,0,2,0,1,5
