"fid","name","gender","lifespan","age_at_death","birth","place_birth_lat","place_birth_lon","place_birth","death","place_death_lat","place_death_lon","place_death","count_memories","count_stories","count_photos","count_sources","count_parents","count_siblings","count_spouses","count_children"
"21JJ-XXJ","Joan Haydock","Female","about  1387–17 Jan 1440",53,"+1387","53.83333","-2.2","Bradley, Lancashire, England","+1440-01-17","53.4497","-2.8831","Croxteth, Lancashire, England",2,0,2,7,2,2,2,15
"243B-HR9","John Jacob Abarough III","Male","1445–1471",26,"+1445","51.0687","-1.794","Salisbury, Wiltshire, England, United Kingdom","+1471","51.0687","-1.794","Salisbury, Wiltshire, England, United Kingdom",1,0,1,0,1,1,2,3
"2537-NT1","Eleanor Blount","Female","about 1482 –before 1519",36,"+1482","52.4207","-2.4145","Kinlet, Shropshire, England",NA,"52.608","-2.7196","Frodesley, Frodesley, Shropshire, England",0,0,0,2,2,21,1,1
"274Q-VGX","Isabell Elizabeth Bilton","Female","1433–1495",62,"+1433","50.81667","-0.48333","Angmering, Sussex, England","+1495","50.8296","-0.4843","Angmering, Sussex, England, United Kingdom",0,0,0,8,2,0,2,13
"27HS-K2B","Anthony Hansard","Male","1477–8 May 1517",40,"+1477","52.3484","1.3182","Fressingfield, Suffolk, England","+1517-05-08","52.3484","1.3182","Fressingfield, Suffolk, England",0,0,0,1,2,2,2,3
"27SY-82J","Gabrielle van Hénin-Liétard","Female","1465–",NA,"+1465","50.42049","2.94805","Hénin-Beaumont, Pas-de-Calais, France",NA,NA,NA,NA,0,0,0,0,2,6,1,3
"27SY-QC2","Lady Ann Ashton","Female","about 1445–10 March 1512",67,"+1445","53.5462","-2.2032","Middleton, Lancashire, England","+1512-03-10","53.7472","-2.48341","Blackburn, Lancashire, England",0,0,0,0,2,1,2,4
"2993-Y8D","Anne Stradling","Female","1469–29 December 1539",70,"+1469","51.5365","-2.0122","Dauntsey, Wiltshire, England","+1539-12-29","51.5365","-2.0122","Dauntsey, Wiltshire, England, United Kingdom",7,2,5,24,2,1,1,11
"29SL-Y2R","Valten Gärtner","Male","1460–",NA,"+1460","50.6315","13.1182","Grossruckerswalde, Chemnitz, Sachsen, Deutschland",NA,NA,NA,NA,0,0,0,1,0,0,2,3
"29TT-QSS","Janet William Borthwick of Borthwick","Female","9 November 1388–14 June 1464",75,"+1388-11-09","55.81667","-3","Borthwick, , Midlothian, Scotland","+1464-06-14","55.8989","-2.8513","Upper Town of Saltoun, , Haddingtonshire, Scotland",7,0,7,19,2,3,2,15
"29WH-CQQ","Ralph Woodforde","Male","1428–4 March 1498",70,"+1428","52.7012","-0.9559","Ashby Folville, Leicestershire, England","+1498-03-04","51.5396","-0.6554","Burnham, Buckinghamshire, England",0,0,0,8,2,4,2,7
