"fid","name","gender","lifespan","age_at_death","birth","place_birth_lat","place_birth_lon","place_birth","death","place_death_lat","place_death_lon","place_death","count_memories","count_stories","count_photos","count_sources","count_parents","count_siblings","count_spouses","count_children"
"21TM-TL3","John de Goushill","Male","about 1235–1271",36,"+1235","53.11546","-1.02722","Nottinghamshire, England","+1271","53.01667","-0.96667","Hoveringham, Nottinghamshire, England",0,0,0,1,2,1,1,1
"21TM-YG1","Stephen Trenoweth","Male","1269–1292",23,"+1269","50.25116","-5.06676","Trenoweth, Porthoustock, Cornwall, England","+1292","50.25116","-5.06676","Trenoweth, Cornwall, England",0,0,0,1,0,0,1,1
"24BS-T8Q","wife Nicholas IV Of Gloucestershire, England Dimick or Dymoke","Female","Abt 1203–1230",27,"+1203","52.4379","-1.6496",", , , England, United Kingdom","+1230",NA,NA,"Church of Saint Mary the Virgin, Dymock, Forest of Dean district, Gloucestershire, England, United Kingdom",1,0,1,1,0,0,2,2
"24RL-TSK","Joan de Langley","Female","1335–1 November 1369",34,"+1335","52.2623","-1.7222","Langley, Warwickshire, England","+1369-11-01","51.9905","-1.7019","Chastleton House, Moreton in Marsh, Gloucestershire, England",0,0,0,3,2,1,1,2
"24W6-QXY","Joan de Venables","Female","1385–Aft 1432",48,"+1385","53.18333","-2.4","Kinderton, Cheshire, England","+1432","53.18268","-2.53046","Hulme, Cheshire, England",2,0,1,1,2,4,1,5
"26K6-RXR","Hywell Ap Maredudd","Male","1185–1246",61,"+1185","51.65413","-2.85062","Pen-y-Cae, Monmouthshire, Wales","+1246","51.65413","-2.85062","Pen-y-Cae, Monmouthshire, Wales",0,0,0,0,2,0,2,8
"26LW-42F","Isabel de Huxley","Female","about 1282–after 1337",56,"+1282","53.1483","-2.7313","Huxley, Cheshire, England","+1337",NA,NA,NA,0,0,0,1,0,0,1,2
"26P9-T5C","Thomas Belhouse","Male","about 1261–",NA,"+1261","51.8823","0.8179","Stanway, Essex, England",NA,NA,NA,NA,0,0,0,0,2,1,1,3
"271H-8K9","Mali ferch Gruffudd","Female","–",NA,NA,"53.1","-3.41667","of Y Gyffylliog, Llanynys, Denbighshire, Wales",NA,NA,NA,NA,0,0,0,0,2,1,2,10
"2733-2HD","Agatha de Kyrton","Female","1287–1361",74,"+1287","51.22608","0.75054","Kent, England","+1361","53.5041","-2.9724","Sefton, Lancashire, England",1,0,1,6,2,1,1,6
