"fid","name","gender","lifespan","age_at_death","birth","place_birth_lat","place_birth_lon","place_birth","death","place_death_lat","place_death_lon","place_death","count_memories","count_stories","count_photos","count_sources","count_parents","count_siblings","count_spouses","count_children"
"29WT-JD5","John Hilles","Male","1475–       1551",76,"+1475","51.07526","0.22989","Rotherfield, Sussex, England","+1551","51.07526","0.22989","Rotherfield, Sussex, England",0,0,0,1,0,0,1,5
"29WT-JFG","Mrs. John Hilles","Female","1479–",NA,"+1479","51.07526","0.22989","Rotherfield, Sussex, England",NA,NA,NA,NA,0,0,0,0,0,0,1,5
"2DX5-6P9","John Gregory Hutchins","Male","1536–1616",80,"+1536","50.82726","-2.81465","Broadwinsor Liberty, Dorset, England","+1616","50.8183","-2.7983","Broadwindsor, Dorset, England",0,0,0,1,2,5,2,14
"2MRG-D8H","Elizabeth Sutton","Female","Abt 1498–1532",34,"+1498","52.54356","-2.08542","Dudley, Staffordshire, England","+1532","53.866","-2.8187","Saint Michaels on Wyre, Lancashire, England",1,0,1,3,0,0,2,4
"2RBN-8LF","John James Ellithorpe Watson","Male","June 1472–11 March 1521",48,"+1472-06","53.8352","-0.7814","Holme-on-Spalding-Moor, Yorkshire, England","+1521-03-11","53.75","-1.75","Low Moor, Yorkshire, England",2,1,1,10,2,18,2,10
"2T1P-DW5","Agnes Stalworth","Female","1482–1528",46,"+1482","52.9324","-0.06685","Kirton, Lincolnshire, England","+1528","52.4379","-1.6496","England",1,0,1,2,2,0,1,6
"2WNK-Q13","Elizabeth Corrie","Female","1520–1573",53,"+1520","55.5","-4.5","Ayrshire, Scotland","+1573","56.81674","-4.18396","Scotland",0,0,0,1,2,3,2,9
"2WSW-PMS","Sir Edward Lewis ll","Male","1500–1595",95,"+1500","53.2949","-4.5016","Bodedern, Anglesey, Wales","+1595",NA,NA,NA,0,0,0,5,2,4,2,6
"2Z3J-1PB","Richard Grenling","Male","about 1500–8 December 1558",58,"+1500","52.3484","1.3182","Fressingfield, Suffolk, England","+1558-12-08","52.3184","1.2726","Stradbroke, Suffolk, England, United Kingdom",1,0,0,1,2,2,2,10
"2Z4Z-WFW","Richard Bigge","Male","27 October 1479–4 November 1533",54,"+1479-10-27","51.05","0.58333","Benenden, Kent, England","+1533-11-04","51.22608","0.75054","Kent, England",2,1,1,6,2,1,2,17
"4269-53C","Grace Poole","Female","1477–1513",36,"+1477","51.2477","0.60766","Leeds, Kent, England","+1513","53.95878","-1.08248","Yorkshire, England",0,0,0,4,1,0,1,2
"449R-RX3","Mrs John Masters","Female","1503–",NA,"+1503","52.4379","-1.6496","England",NA,NA,NA,NA,0,0,0,0,0,0,1,3
"4B4L-N6H","Janet Bethune","Female","1486–1522",36,"+1486","56.37874","-3.08893","Creich, Fifeshire, Scotland","+1522","56.0136","-3.6057","Kinneil House, Boness, West Lothian, Lothian, Scotland, United Kingdom",7,2,5,0,2,16,2,8
"4CWP-97Y","Lady Alice Pangborne","Female","about 1515–1566",51,"+1515","50.6541","-3.5521","Kenn, Devon, England","+1566","50.78333","-2.98333","Axminster, Devon, England",0,0,0,0,0,0,1,8
"4MYW-32D","Mrs Lawrence Overman","Female","1529–",NA,"+1529","52.4379","-1.6496","England",NA,NA,NA,NA,0,0,0,1,0,0,1,1
"4PMZ-5YS","Janet McCrorie","Female","1530–1585",55,"+1530","52.4379","-1.6496","England","+1585","52.4379","-1.6496","England",0,0,0,1,0,0,1,3
"4R34-732","Elizabeth Hamilton","Female","about 1533–",NA,"+1533","56.81674","-4.18396","Scotland",NA,NA,NA,NA,0,0,0,0,2,6,1,1
"4X6G-N1X","Mrs Harry Hay","Female","about 1524–",NA,"+1524","52.33333","-2.4","Rock, Worcestershire, England",NA,NA,NA,NA,0,0,0,0,0,0,1,3
"4X7F-Q6L","Joan Cornwell","Female","Abt 1522–1566",44,"+1522","51.8811","0.5513","Terling, Braintree district, Essex, England, United Kingdom","+1566","51.8811","0.5513","Terling, Braintree district, Essex, England, United Kingdom",0,0,0,3,1,0,1,7
"4X7J-PX5","Elizabeth Wytham","Female","1547–",NA,"+1547","51.8811","0.5513","Terling, Braintree district, Essex, England, United Kingdom",NA,NA,NA,NA,1,0,1,2,0,0,1,5
"4XP1-3FS","Jennett Alcorne","Female","1532–1590",58,"+1532","50.7687","0.2845","Eastbourne, Sussex, England","+1590","53.14","-0.81","Cromwell, Nottinghamshire, England",0,0,0,3,0,0,1,5
"936R-RWB","Robert Cheney","Male","about 1460–about 1500",40,"+1460","51.68411","0.0231","Waltham Abbey, Essex, England","+1500","51.68411","0.0231","Waltham Abbey, Essex, England",0,0,0,0,0,0,1,1
"9374-5WF","Angharad ferch Gwilym or William","Female","1457–",NA,"+1457","53.1796","-4.4172","Bodorgan, Isle of Anglesey, Wales",NA,"53.29127","-4.37203","Anglesey, Wales",2,0,2,0,2,0,2,9
"938B-LJV","Mrs. William Bennett","Female","Abt 1505–",NA,"+1505","50.6","-3.58333","Chudleigh, Devon, England",NA,NA,NA,NA,0,0,0,0,0,0,1,1
"93DJ-SD7","Sir Thomas Baynham","Male","9 April 1422–16 February 1500",77,"+1422-04-09","51.88419","-2.14462","Gloucestershire, England","+1500-02-16","52.4379","-1.6496","England",4,1,3,4,2,5,2,18
"93F2-DZH","Sir John Henry Gifford","Male","1502–4 Oct 1572",70,"+1502","50.9","-1.38333","Itchen, Hampshire, England","+1572-10-04",NA,NA,"Leith, West Lothian, Scotland",5,1,5,4,2,3,2,12
"93HY-M4X","John Hawes","Male","about 1500–",NA,"+1500","52.4379","-1.6496","England",NA,NA,NA,NA,0,0,0,0,0,0,1,1
"93J3-X2T","Elizabeth Overman","Female","13 April 1549–21 June 1583",34,"+1549-04-13","51.4472","0.1242","London, City of London, Greater London, England, United Kingdom","+1583-06-21",NA,NA,"Baslow, Derbyshire Dales, Derbyshire, England, United Kingdom",0,0,0,1,2,0,1,2
"93QJ-RW9","Joan ferch Dafydd","Female","Abt 1538–Deceased",NA,"+1538","51.73434","-3.5548","Rhigos, Glamorgan, Wales",NA,NA,NA,NA,0,0,0,0,2,5,1,14
"93QT-BLP","Jane Griffith","Female","1529–1582",53,"+1529","53.32716","-3.35003","Llanasa, Flintshire, Wales","+1582","53.2362","-3.1291","Flintshire, Wales",0,0,0,1,2,5,1,2
"93QW-JMS","Ieuan ""Bach"" ap Dafydd","Male","1465–",NA,"+1465","51.4736","-3.3653","of,,Glamorganshire,Wales",NA,NA,NA,NA,0,0,0,0,2,6,2,4
"93Y5-JNZ","Henry Griggs","Male","about 1539–29 October 1574",35,"+1539","52.145","0.6462","Somerton, Suffolk, England","+1574-10-29","52.1276","0.6653","Boxted, Suffolk, England, (Will)",1,0,1,6,2,3,1,3
"941F-85K","Joane Ellis","Female","1526–5 January 1581",55,"+1526","53.51667","-1.22925","High Melton, Yorkshire, England","+1581-01-05","52.4379","-1.6496","England",0,0,0,6,2,0,1,4
"94QP-C19","Margery Corbett","Female","about 1515–before 1570",54,"+1515","53.02703","-2.46445","Hatherton, Cheshire, England",NA,"51.22608","0.75054","Kent, England",0,0,0,9,0,0,1,2
"94RT-7TM","Richard Clapp","Male","1528–before 25 July 1609",81,"+1528","50.7189","-3.221","Sidbury, Devon, England",NA,"50.7281","-3.2174","Sidbury, Devon, England",24,1,1,11,2,7,2,17
"94XP-P9B","Elizabeth Hay","Female","Abt 1476–24 January 1511",35,"+1476","52.4379","-1.6496","England","+1511-01-24",NA,NA,NA,0,0,0,1,2,0,2,4
"97HV-7M2","Elizabeth Davies Featherstone","Female","about 1502–",NA,"+1502","51.22608","0.75054","Kent, England",NA,NA,NA,NA,0,0,0,0,0,0,1,1
"97JW-CSH","John Woods","Male","1490–",NA,"+1490","52.4379","-1.6496","England",NA,NA,NA,NA,0,0,0,1,2,10,1,7
"97RV-NXD","Elizabeth Careless","Female","–",NA,NA,"52.4379","-1.6496","Eng.",NA,NA,NA,NA,0,0,0,0,0,0,1,1
"98F6-WM5","Joanna","Female","Abt 1516–23 August 1556",40,"+1516","52.2751","1.0653","Suffolk, England","+1556-08-23","52.0964","0.6685","Glemsford, Suffolk, England",9,1,7,1,0,0,1,12
"991K-CTM","Michael Bauer","Male","Abt 1530–9 Jan 1593",63,"+1530","50.49745","12.06992","Neundorf, Chemnitz, Saxony, Germany","+1593-01-09","50.49745","12.06992","Neundorf, Chemnitz, Saxony, Germany",1,0,1,2,2,7,1,3
"9977-JFB","Anne van Chimay","Female","22 February 1502–15 de mayo de 1568",66,"+1502-03-04","50.454","3.9536","Mons, Hainaut, Belgium","+1568-05-15","50.9846","5.0504","Diest, Diest, Vlaams-Brabant, Bélgica",1,0,1,5,2,7,2,8
"99FT-8K5","Ienen Ap Llewellyn of Trevillier","Male","ABT. 1447–WFT Est. 1483-1538",91,"+1447","52.33022","-3.76641","Wales","+1483",NA,NA,NA,1,0,1,0,2,0,1,1
"99HJ-J2X","Sir Richard Freston","Male","abt. 1514–1557",43,"+1514","52.39526","1.31521","Mendham, Norfolk, England","+1557",NA,NA,NA,0,0,0,2,2,1,1,2
"99K6-QWW","Jane Morris","Female","1523–28 October 1598",75,"+1523","51.63333","-1.6","Coxwell, Berkshire, England","+1598-10-28","51.28743","-1.56454","Chute, Wiltshire, England",0,0,0,5,2,14,1,13
"99V2-FSH","Sir Thomas Hulse","Male","1475–1518",43,"+1475","53.2814","-2.5269","Marbury, Cheshire, England","+1518","53.18268","-2.53046","Cheshire, England",0,0,0,4,0,0,1,7
"99XN-95K","Jane Norton","Female","1489–25 Jun 1588",99,"+1489","54.137","-0.7978","Malton, Yorkshire, England","+1588-06-25","54.18333","-1.5","Wath, Harrogate Borough, Yorkshire, England",4,0,4,9,2,7,1,13
"99XN-9PJ","Sir William Mallory IV","Male","1497–27 April 1547",50,"+1497","53.95878","-1.08248","Studley, Yorkshire, England","+1547-04-27","53.95878","-1.08248","Studley, Conyers, Yorkshire, England",4,0,2,16,2,4,1,13
"9C87-HZ1","John Belgrave","Male","1535–12 February 1591",56,"+1535","52.20464","0.11964","Cambridge, Cambridgeshire, England, United Kingdom","+1591-02-12","52.6831","0.1357","Leverington, Cambridgeshire, England",12,3,2,18,2,7,2,17
"9CCH-HF4","Katherine Kennedy","Female","1465–1533",68,"+1465","55.33333","-4.7","Maybole, Ayrshire, Scotland","+1533","55.33333","-4.7","Maybole Castle, Ayrshire, Scotland",2,0,2,2,2,4,2,14
"9CJS-5ZS","Sir John Lennard, II, Sheriff of Kent II","Male","1479–July 1554",75,"+1479","51.2717","0.1922","Sevenoaks, Kent, England","+1554-07","51.4411","0.369","Gravesend, Kent, England",4,2,2,20,2,2,2,12
"9CSQ-FPV","Robert Starlyng","Male","1460–Bef 23 September 1504",44,"+1460","51.95888","0.99341","Dedham, Essex, England",NA,"52.2751","1.0653","Suffolk, England",2,0,0,1,0,0,2,3
"9DST-6CM","Elizabeth Goldingham","Female","1509–1571",62,"+1509","52.221","0.8046","Rougham, Suffolk, England, United Kingdom","+1571","52.221","0.8046","Rougham, Suffolk, England, United Kingdom",0,0,0,3,2,0,1,6
"9FK9-LXL","Henry Browne Esq.","Male","about 1502–before 15 February 1546",44,"+1502","51.23346","-0.27395","Betchworth, Surrey, England",NA,"51.21925","-0.33467","Dorking, Surrey, England",0,0,0,7,2,12,2,4
"9FM4-6ZQ","Joan Seymour","Female","1475–16 February 1547",72,"+1475","51.20796","-1.58048","Andover, Hampshire, England","+1547-02-16","51.28743","-1.56454","Chute, Wiltshire, England",2,0,1,6,2,0,1,6
"9FQS-GB7","William Hulbert","Male","1490–1549",59,"+1490","51.33793","-2.04911","Poulshot, Wiltshire, England","+1549","51.33793","-2.04911","Poulshot, Wiltshire, England",0,0,0,10,2,3,2,9
"9H86-NF9","Sir William Herbert 1st Earl of Pembroke","Male","about 1423–27 July 1469-beheaded",46,"+1423","52.33022","-3.76641","Wales","+1469-07-27","52.237","-0.897","Northampton, Northamptonshire, England",33,6,24,31,2,7,2,12
"9H8F-583","William De Deighton","Male","–1537",NA,NA,"52.1348","-1.7782","Long Marston, Gloucestershire, England","+1537","52.1348","-1.7782","Long Marston, , Gloucestershire, England",0,0,0,0,2,0,2,8
"9H8J-ND8","Maria Hunt","Female","1517–17 February 1588",71,"+1517","52.2707","-1.8931","Studley, Warwickshire, England","+1588-02-17","52.0564","-1.829","Saintbury, Gloucestershire, England",0,0,0,9,2,10,1,7
"9HFM-F77","Mary Coates","Female","1496–after 1526",31,"+1496","51.11974","-2.9","Somerset, England","+1526",NA,NA,NA,0,0,0,0,0,0,1,2
"9HLC-FYL","Lady Anne Fermour","Female","1502–July 1557",55,"+1502","52.86667","0.85","East Barsham, Norfolk, England, United Kingdom","+1557-07","52.75073","0.71149","Rougham, Norfolk, England, United Kingdom",0,0,0,6,2,3,2,11
"9HQC-BLZ","Lady Anne Fouleshurst","Female","1487–1535",48,"+1487","53.1473","-2.3671","Sandbach, Cheshire, England","+1535","53.08333","-2.77888","Broxton, Cheshire, England",2,0,2,8,2,0,1,7
"9HYF-9L7","Dorothy Waldegrave","Female","1504–10 Apr 1564",60,"+1504","53.6341","-2.1291","Smallbridge, Lancashire, England","+1564-04-10","52.1573","0.7859","Cockfield, Suffolk, England",3,0,0,11,2,9,1,3
"9HYX-2CY","Maesod Ddu","Female","–",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,2,0,1,1
"9HYX-HRB","Hugh Meredith","Male","–",NA,NA,"51.4736","-3.3653","Glamorgan, Wales",NA,NA,NA,NA,0,0,0,0,1,0,1,1
"9HYX-HRG","Mary","Female","–",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1
"9HZH-917","Robert Fullwood","Male","about 1519–6 October 1576",57,"+1519","52.2394","-1.7995","Aston Cantlow, Warwickshire, England","+1576-10-06","52.2492","-1.79458","Little Alne, Warwickshire, England",0,0,0,2,2,3,2,8
"9J3D-6DC","Margaret Abbott","Female","1549–1605",56,"+1549","51.3251","-1.2427","Kingsclere, Hampshire, England","+1605","51.3251","-1.2427","Kingsclere, Hampshire, England",0,0,0,2,0,0,1,2
"9J7K-9KS","Nicholas Gaylord of Pitminster","Male","1525–1546-04-08",21,"+1525","50.9671","-3.1141","Pitminster, Taunton Deane, Somerset, England","+1546-04-08","50.9666","-3.1136","Pitminster, Somerset, England",11,4,3,2,2,0,1,8
"9JFL-1Q8","Elizabeth Margaret Isabel Acton","Female","1494–8 January 1562",70,"+1492","53.8116","-2.7246","Broughton, Preston district, Lancashire, England, United Kingdom","+1562-01-08","52.9","-1.85","Uttoxeter, Staffordshire, England, United Kingdom",2,0,2,6,2,0,2,20
"9JWL-YHL","Anne Rule","Female","about 1535–16 Sep 1576",41,"+1535","51.9634","0.91","Boxted, Essex, England",NA,NA,NA,NA,0,0,0,1,0,0,1,8
"9JWT-KVH","Lady Katherine Dutton","Female","1506–16 September 1579",73,"+1506","53.30774","-2.63674","Dutton, Cheshire, England","+1579-09-16","53.14763","-2.89505","Eccleston, Cheshire, England",0,0,0,2,2,7,2,9
"9JWV-2XJ","Katherine Baddesley","Female","1495–1558",63,"+1495","52.33781","-1.56089","Baddesley, Warwickshire, England","+1558","52.5838","-1.5991","Baddesley Ensor, Warwickshire, England",0,0,0,2,0,0,1,6
"9K4Z-8WS","George Dalyson","Male","13 August 1496–1550",54,"+1496-08-13","52.425","-0.735","Kettering, Northamptonshire, England","+1550","52.425","-0.735","Kettering, Northamptonshire, England",0,0,0,9,2,0,2,1
"9K64-JQM","Biatryx Wentworth","Female","1494–1582",88,"+1494","53.61667","-1.56667","Bretton Hall, West Bretton, Yorkshire, England, United Kingdom","+1582","53.6261","-1.7482","Almondbury, Metropolitan Borough of Kirklees, West Yorkshire, England",1,0,1,7,2,6,2,8
"9K8J-6GC","Marion","Female","1508–Aft 1530",23,"+1508","53.7824","-0.4143","Cottingham, Yorkshire, England","+1530","52.2264","-1.1831","Badby Northamptonshire, England",0,0,0,0,0,0,1,1
"9KBQ-1RF","Isabella Jane Trenchard","Female","1535–1570",35,"+1535","50.766","-2.14508","Dorset, England","+1570","50.766","-2.14508","Dorset, England, United Kingdom",0,0,0,1,2,1,1,3
"9KFV-Z5F","Paule Witmans","Male","–",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,9,0,0,1,5
"9KFV-Z5Y","Agnesen Buheler","Female","–",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,10,0,0,1,5
"9KK8-4B8","Eleanor Acton","Female","about 1504–",NA,"+1504","52.51284","-1.45752","Pearce Hall, West Riding, Yorkshire, England",NA,NA,NA,NA,0,0,0,0,0,0,1,2
"9KK8-4BZ","Sir Richard Pierce ,Percy","Male","1500–1553",53,"+1500","54.1833","-1.3833","Topcliffe, Yorkshire, England","+1553","53.95878","-1.08248","Pearce Hall, Yorkshire, , England",0,0,0,6,2,5,2,4
"9KM6-292","Keith Burrell","Male","Abt 1530–1563",33,"+1530","52.22927","-1.18692","of Badby, Northamptonshire, England","+1563","52.2264","-1.1831","Badby Northamptonshire, England",1,0,1,0,2,0,1,1
"9KM8-7PQ","Thomas Spencer Esq.","Male","20 May 1514–3 December 1547, age 33",33,"+1514-05-20","52.1881","-0.555","Pavenham, Bedfordshire, England","+1547-12-03","52.1235","-0.3893","Cople, Bedfordshire, England",6,0,6,11,2,5,1,8
"9KX5-5GZ","Elizabeth Morton","Female","1474–1506",32,"+1474","50.8736","0.0111","Lewes District, East Sussex, England","+1506","50.8736","0.0112","Lewes, Sussex, England",0,0,0,7,2,3,1,9
"9KXR-D9Z","Margaret Taunton","Female","Abt 1525–",NA,"+1525","51.0119","-3.0977","Taunton, Somerset, England",NA,NA,NA,NA,0,0,0,0,0,0,1,4
"9KXT-72F","Ann Haggar","Female","ABT 1561–",NA,"+1561","52.0226","0.2393","of Saffron Walden, Essex, England",NA,NA,NA,NA,0,0,0,1,0,0,1,4
"9MGJ-YDQ","John Strutt","Male","about 1523–22 Apr 1591",68,"+1523","52.2751","1.0653","Suffolk, England","+1591-04-22","52.0964","0.6685","Glemsford, Suffolk, England",6,1,0,9,2,4,2,5
"9MN5-Z3B","Ursula Stourton","Female","1518–4 September 1551",33,"+1518","51.10949","-2.32161","Stourton, Wiltshire, England","+1551-09-04","52.96666","0","Skirbeck, Lincolnshire, England",1,0,1,1,2,10,1,6
"9MWT-Y9M","Nicholas Gaylord","Male","1499–25 March 1546",47,"+1499","43.604","1.443","Toulouse, Haute-Garonne, Midi-Pyrénées, Française","+1546-03-25","50.9671","-3.1141","Pitminster, Somerset, England",2,1,1,4,2,4,1,1
"9MZH-F43","Henry Sothill","Male","about 1472–Bef 16 May 1506",34,"+1472","52.71389","-1.10152","Leicestershire, England",NA,"52.5683","-0.765","Stockerston, Leicestershire, England",0,0,0,0,2,2,1,4
"9N51-WC4","Thomas Dandridge","Male","1497–",NA,"+1497","52.0392","0.73","Sudbury, Suffolk, England",NA,"52.05272","0.72798","Sudbury, Suffolk, England",0,0,0,1,2,0,1,1
"9NFH-5YJ","Katherine Stubberd","Female","about 1510–28 July 1615",105,"+1510",NA,NA,NA,"+1615-07-28","51.4968","-0.0414","Rotherhithe, Surrey, England",0,0,0,9,2,0,2,5
"9NLC-49B","Katherine Vaux","Female","April 1488–14 April 1571",83,"+1488-04","52.3319","-0.7077","Great Harrowden, Northamptonshire, England","+1571-04-14","52.2152","-1.8682","Alcester, Warwickshire, England",3,0,4,3,2,2,1,17
"9QG6-4DJ","Agnes Hurst","Female","about 1548–9 September 1604",56,"+1548","51.8402","-1.4033","Combe, Oxfordshire, England","+1604-09-09","50.76333","-0.83381","Earnley, Sussex, England",1,0,1,3,2,14,1,4
"9QG6-4H7","Sir William Edmund Barttlett","Male","1504–11 June 1601",97,"+1504","50.9638","-0.53646","Stopham, Sussex, England","+1601-06-11","50.981","-0.3385","Sussex, England",1,0,1,0,0,0,1,4
"9QQ3-RPP","Sir Thomas Cheney","Male","1485–15 Dec 1558",73,"+1485","51.4079","0.8614","Shurland House, Eastchurch, Kent, kingdom of England","+1558-12-15","51.3371","1.3143","Minster, Kent, England",2,1,1,19,2,0,2,15
"9QXC-QSG","Mrs Jöran","Female","Abt 1512–",NA,"+1512","65.85","23.13333","Nederkalix, Norrbotten, Sweden",NA,NA,NA,NA,0,0,0,0,0,0,1,4
"9SB4-M35","Margaret Stevin","Female","1528–1615",87,"+1528","57.148","-2.094","Aberdeen, Aberdeen City, Scotland","+1615","57.148","-2.094","Aberdeen, Aberdeenshire, Scotland",0,0,0,0,1,0,1,4
"9SDL-H5C","Thomas Croxton Carter","Male","1495–July 1544",49,"+1495","52.118","-0.4968","Kempston, Bedfordshire, England","+1544-07","52.118","-0.4968","Kempston, Bedfordshire, England",1,0,1,3,2,1,1,9
"9SKR-Q99","Joanne Strowde","Female","about 1492–",NA,"+1492","52.4379","-1.6496","England",NA,NA,NA,NA,0,0,0,0,2,0,2,12
"9SVT-V2X","John Blackshaw","Male","1505–1 Jun 1565",60,"+1505","53.23333","-2.3","Withington, Cheshire, England","+1565-06-01","53.23333","-2.3","Withington, Cheshire, England",0,0,0,5,2,1,2,2
"9SWZ-QL8","Jane Anne Auder","Female","1504–1568",64,"+1504","52.21369","0.12631","Cambridgeshire, England","+1568","52.21369","0.12631","Cambridgeshire, England",1,0,1,12,2,2,2,15
"9SXZ-Q4R","Mrs. John Pott","Female","ABT 1525–",NA,"+1525","53.7557","-1.4736","Of, Rothwell, Yorkshire, England",NA,NA,NA,NA,0,0,0,0,0,0,1,1
"9SXZ-Q4X","John Pott","Male","ABT 1518–",NA,"+1518","53.8","-1.5514","Rothwell, near Leeds, West Yorkshire, England, United Kingdom",NA,NA,NA,NA,0,0,0,0,0,0,1,1
"9SYH-G1B","Thomas Drake","Male","29 May 1460–27 November 1541",81,"+1460-05-29","51.81007","0.44575","Great Waltham, Essex, England, United Kingdom","+1541-11-27","51.8353","0.588","Slamsey, White Notley, Essex, England",9,0,8,8,2,5,1,14
"9V36-SC3","Ottilia","Female","ABT 1555– 2 AUG 1587",32,"+1555","49.86167","7.9875","Sprendlingen, Alzey, Rheinhessen, Germany","+1587-08-02","49.86167","7.9875","Sprendlingen, Alzey, Rheinhessen, Germany",0,0,0,0,0,0,1,2
"9V3Y-K58","Christian Baskett","Female","about 1480–",NA,"+1480","50.9886","-3.0798","Orchard Portman, Somerset, England",NA,NA,NA,NA,0,0,0,0,2,0,1,2
"9V3Y-K5K","John Portman","Male","1445–5 jun 1521",76,"+1445","51.51165","-0.1086","Middle Temple, London, Middlesex, England","+1521-06-05",NA,NA,NA,0,0,0,0,2,0,1,1
"9V47-T93","Margaret Wilbraham","Female","Abt. 1456–1545",89,"+1456","53.18268","-2.53046","Cheshire, England","+1545","53.18268","-2.53046","Cheshire, England",1,0,1,2,2,0,2,8
"9VBP-C5V","Samuel Oxford","Male","1500–after 1518",19,"+1500","51.27","-2.12","Bratton, Wiltshire, England","+1518","51.27","-2.12","Bratton, Wiltshire, England, United Kingdom",0,0,0,0,2,0,1,1
"9VBP-CTC","Bathsheba Barrett","Female","ABT 1501–",NA,"+1501","51.39235","-2.04346","of,Wiltshire,England",NA,NA,NA,NA,0,0,0,0,1,0,1,1
"9VGJ-CRV","Bartholemew Dillon","Male","1478–1533",55,"+1478","53.66","-6.7994","Riverstown, Meath, Leinster, Ireland","+1533","53.66","-6.7994","Riverstown, Meath, Leinster, Ireland",0,0,0,3,2,7,2,8
"9VGQ-529","Rachell Saward","Female","ABT 1555–30 January 1612",57,"+1555","51.9541","0.3441","of Thaxted, Essex, England","+1612-01-30","51.7365","0.4687","Chelmsford, Essex, England, United Kingdom",0,0,0,2,0,0,1,10
"9VGQ-52M","Thomas Saward","Male","ABT 1552–1605",53,"+1552","51.9541","0.3441","of Thaxted, Essex, England","+1605","51.95","0.36667","Thaxted, Essex, England, United Kingdom",0,0,0,35,2,7,1,10
"9VPR-Z32","Robert F. Bayford","Male","1512–15 April 1599",87,"+1512","52.188","1.451","Farnham, Suffolk, England","+1599-04-15","51.9022","0.1434","Farnham, Essex, England",0,0,0,0,0,0,1,1
"9VQW-Z4K","Thomasine Giles","Female","1513–1593",80,"+1513","51.1426","0.5929","Frittenden, Kent, England","+1593","51.13829","0.59581","Frittenden, Tunbridge Wells district, Kent, England, United Kingdom",0,0,0,1,2,0,1,2
"9VSZ-4ZF","William Foule","Male","about 1536–3 March 1574",38,"+1536","51.06685","0.58684","Benenden, Kent, England","+1574-03-03","51.0519","0.6303","Rolvenden, Kent, England",0,0,0,3,2,3,1,3
"9W2R-6DQ","Joyce Caldwell","Female","1 January 1499–1547",48,"+1499-01-01","51.6827","-0.6681","Little Missenden, Buckinghamshire district, Buckinghamshire, England, United Kingdom","+1547","51.6827","-0.6681","Little Missenden, Buckinghamshire district, Buckinghamshire, England, United Kingdom",0,0,0,1,0,0,1,11
"9W4C-ZN3","Dionese Bowerman","Female","1506–18 February 1560",54,"+1506","50.73646","-3.71887","Hemyoke, Devon, England","+1560-02-18","50.73646","-3.71887","Hemyoke, Devon, England",1,0,1,4,2,4,1,14
