"fid","name","gender","lifespan","age_at_death","birth","place_birth_lat","place_birth_lon","place_birth","death","place_death_lat","place_death_lon","place_death","count_memories","count_stories","count_photos","count_sources","count_parents","count_siblings","count_spouses","count_children"
"218G-SHK","Margaret Burr","Female","1510–after 1557",48,"+1510","52.51284","-1.45752","Kexbie,Kexbie Hall,England","+1557","53.36667","-0.7","Upton, Lincolnshire, England",0,0,0,1,2,0,1,8
"2736-D16","John Ramsden Esq of Longley Hall","Male","Abt 1512–3 July 1591",79,"+1512","53.719","-1.94","Halifax Yorkshire, England","+1591-07-03","53.719","-1.94","Halifax Yorkshire, England",0,0,0,15,2,3,2,18
"27DJ-1JF","William Bowyer of Petworth","Male","abt 1465–before 19 May 1528",63,"+1465","50.981","-0.3385","Sussex, England",NA,"50.98333","-0.6","Petworth, Sussex, England",0,0,0,5,2,0,1,6
"27SD-TSK","Thomas Stalworth","Male","about 1451–after 1481",31,"+1451","52.4379","-1.6496","England","+1481","52.4379","-1.6496","England",1,0,1,0,0,0,1,1
"29WW-2LP","Robert Neville I","Male","1450–20 MAY 1499",49,"+1450","53.24","-0.79","Ragnall, Nottinghamshire, England","+1499-05-20","51.20802","6.20238","Birth, Viersen, Nordrhein-Westfalen, Germany",0,0,0,2,2,8,1,7
"2BKP-ZZZ","Nicholas Sotherton","Male","1490–10 November 1540",50,"+1490","52.6293","1.2917","Norwich, Norfolk, England","+1540-11-10","52.67827","0.97259",", Norfolk, England",2,1,1,15,2,3,2,13
"2CT1-XKM","Sir Thomas Dymoke","Male","April 1428–12 March 1470",41,"+1428-04","53.18333","-0.1","Scrivelsby, Lincolnshire, England","+1470-03-12","53.15812","-0.23925","Lincolnshire, England",6,1,5,1,2,6,1,5
"2D24-796","Richard Burr","Male","1495–11 December 1569",74,"+1495","51.8395","0.3074","Great Canfield, Essex, England","+1569-12-11","51.84617","0.29748","Great Canfield, Essex, England, Kingdom of England",3,0,3,1,2,4,1,10
"2D2N-92F","Agnes DeBishops","Female","Abt 1501–Abt 1536",35,"+1501","51.8395","0.3074","Great Canfield, Essex, England","+1536","51.8725","0.15369","Bishop's Stortford, Hertfordshire, England, Kingdom of England",2,0,2,0,2,0,1,10
"2H61-TKD","Lady Mary FitzWilliam","Female","1507–1556",49,"+1507","50.981","-0.3385","Sussex, England","+1556","50.847","-0.4474","Clapham, Sussex, England, United Kingdom",3,1,2,7,2,4,2,16
"2JQW-2VQ","William Carlyle House of Torthorwald, Second Lord of Carlyle","Male","1466–28 May 1525",59,"+1466","55.08333","-3.51667","Torthorwald, Dumfriesshire, Scotland","+1525-05-28","55.08333","-3.51667","Torthorwald, Dumfriesshire, Scotland",0,0,0,4,2,0,1,5
"2MRG-D8H","Elizabeth Sutton","Female","Abt 1498–1532",34,"+1498","52.54356","-2.08542","Dudley, Staffordshire, England","+1532","53.866","-2.8187","Saint Michaels on Wyre, Lancashire, England",1,0,1,3,0,0,2,4
"2RBN-8LF","John James Ellithorpe Watson","Male","June 1472–11 March 1521",48,"+1472-06","53.8352","-0.7814","Holme-on-Spalding-Moor, Yorkshire, England","+1521-03-11","53.75","-1.75","Low Moor, Yorkshire, England",2,1,1,10,2,18,2,10
"2S4K-78F","Sir Nicholas Griffin","Male","1476–15 May 1509",33,"+1476","52.4508","-0.8772","Braybrooke Castle, Market Harborough,Northamptonshire,  England","+1509-05-15","52.4508","-0.8772","Braybrooke, Northamptonshire, England",0,0,0,3,2,8,2,2
"2W49-3CJ","Margred ferch Gruffydd","Female","1430–1467",37,"+1430","52.97814","-3.93489","Ffestiniog, Merionethshire, Wales","+1467",NA,NA,NA,0,0,0,1,0,0,1,2
"2WPH-CH5","Eleanor Clarke","Female","1469–1515",46,"+1469","52.1919","-1.7096","Stratford on Avon, Warwickshire, England","+1515","52.1919","-1.7096","Stratford on Avon, Warwickshire, England",0,0,0,4,2,0,1,7
"2YR3-XK4","Margaret Bacon","Female","1537–February 1620",83,"+1537","52.3808","1.4464","Rumburgh, Suffolk, England","+1620-02","52.3808","1.4464","Rumburgh, Suffolk, England",1,0,1,3,2,6,1,10
"41XD-MQS","Eleanor Paulet","Female","Abt 1479–1520",41,"+1479","51.07865","-1.31703","Itchell, Hampshire, England, United Kingdom","+1520","51.2409","-0.8321","Ewshott, Hampshire, England",1,0,1,1,2,4,1,4
"4B4L-N6H","Janet Bethune","Female","1486–1522",36,"+1486","56.37874","-3.08893","Creich, Fifeshire, Scotland","+1522","56.0136","-3.6057","Kinneil House, Boness, West Lothian, Lothian, Scotland, United Kingdom",7,2,5,0,2,16,2,8
"4JQG-JCX","Lady Mary Seymour","Female","–1533",NA,NA,NA,NA,NA,"+1533",NA,NA,NA,0,0,0,0,2,1,1,4
"4MYW-32D","Mrs Lawrence Overman","Female","1529–",NA,"+1529","52.4379","-1.6496","England",NA,NA,NA,NA,0,0,0,1,0,0,1,1
"4V8C-W72","Lady Marion Johnstone","Female","after 1513–1600",86,"+1513","55.2","-3.41667","Lochwood Castle, Johnstone Parish, Dumfries-shire, Scotland","+1600","55.11667","-3.56667","Amisfield Tower, Tinwald, Dumfires-shire, Scotland",1,1,0,0,2,9,1,4
"4X7F-Q6L","Joan Cornwell","Female","Abt 1522–1566",44,"+1522","51.8811","0.5513","Terling, Braintree district, Essex, England, United Kingdom","+1566","51.8811","0.5513","Terling, Braintree district, Essex, England, United Kingdom",0,0,0,3,1,0,1,7
"4XNL-64P","Lady Eleanor Leigh of Adlington Hall","Female","1480–1522",42,"+1480","53.3215","-2.1204","Adlington, Cheshire, England","+1522","53.3215","-2.1204","Adlington, Cheshire, England",0,0,0,7,2,1,2,12
"933G-CDK","Einion ap Elffin","Male","about 1460–",NA,"+1460","52.74706","-3.87753","Merionethshire, Wales",NA,NA,NA,NA,0,0,0,0,0,0,1,1
"933R-84P","Adam Turberville ap Hywel","Male","1401–",NA,"+1401","51.76574","-2.99374","of llanfair, cilgedin, llanofer fawr, monmouthshire, wales, united kingdom",NA,NA,NA,NA,0,0,0,0,2,0,1,3
"933T-X6H","Gwenhwyfar ferch Llywelyn","Female","ABT 1428–",NA,"+1428","52.3336","-3.3823","Powys,Wales",NA,NA,NA,NA,0,0,0,1,2,1,2,5
"936R-RWB","Robert Cheney","Male","about 1460–about 1500",40,"+1460","51.68411","0.0231","Waltham Abbey, Essex, England","+1500","51.68411","0.0231","Waltham Abbey, Essex, England",0,0,0,0,0,0,1,1
