"fid","QID","name","lifespan","age_at_death","birth_country","children","siblings"
"GMNK-RTY",NA,"Phillippa Mainwaring","1385 - 1420",35,"UK:Great Britain",11,0
"GMNX-TJV",NA,"Margaret Hendower","1430 - 1500",70,"UK:Great Britain",2,0
"GMNZ-6SJ",NA,"Mary Gildea","1492 - Unknown",NA,"Ireland",1,0
"GMPX-MNN",NA,"Thomas Bradshaw","1408 - 1446",38,"UK:Great Britain",4,0
"GMQR-RPQ",NA,"John Anscell","1440 - 1534",94,"UK:Great Britain",2,0
"GMQV-Y1T",NA,"Sir Richard de Ashton","1444 - 1507",63,NA,8,5
"GMS9-67J",NA,"William Francklyn","1435 - 1500",65,"UK:Great Britain",1,0
"GMSB-C7N",NA,"Ralph Egerton of Wrinchill","1398 - 1452",54,"UK:Great Britain",13,5
"GMVR-74D",NA,"Anne Milbourne","1465 - 1556",91,"UK:Great Britain",7,14
"GMWR-3HX",NA,"Sir Thomas de Grene III of Grene's Norton","1400 - 1462",61,"UK:Great Britain",10,0
"GMXR-DY6",NA,"Gilbert Denys","1360 - 1422",62,"UK:Great Britain",5,0
"GMY7-3ZL",NA,"Manus  Mhor O'Donnell","1501 - 1564",63,"UK:Northern Ireland",2,4
"GND5-MJB",NA,"John Timbrell","1450 - Unknown",NA,"UK:Great Britain",1,0
"GND5-QFM",NA,"Unknown","1480 - Unknown",NA,NA,1,0
"GNDP-1CH",NA,"Robert Atkins","1475 - Unknown",NA,"UK:Great Britain",1,0
"GNDP-BH9",NA,"Frances Haines","1450 - Unknown",NA,"UK:Great Britain",1,0
"GNF3-JKB",NA,"Hilary Willenhall","1461 - 1516",55,"UK:Great Britain",11,1
"GNHN-PB7",NA,"John Alexander Webb","1460 - Unknown",NA,"UK:Great Britain",2,0
"GNK3-WQN",NA,"Thomas Stephens","1420 - 1490",70,"UK:Great Britain",2,0
"GNQV-FFG",NA,"Nicholas Rigby II","1450 - Unknown",NA,"UK:Great Britain",1,0
"GNTP-VDB",NA,"Patrick Murray of Dollerie and Ochtertyre","1422 - 1476",54,"UK:Great Britain",2,7
"GNV6-Q9G",NA,"William Welles","1410 - 1481",71,"UK:Great Britain",9,4
"GNV6-S45",NA,"Catherine O'Nolan","1410 - 1506",96,"Ireland",2,0
"GNW2-TGB",NA,"George Lumley","1435 - 1507",72,"UK:Great Britain",2,5
"GNWK-S59",NA,"Joan Walrond","1405 - Unknown",NA,"UK:Great Britain",7,1
"GNXB-6WY",NA,"Mrs. Robert Burguillon","1418 - Unknown",NA,"UK:Great Britain",1,0
"GNXQ-SMK",NA,"Henry Tilley","1465 - 1520",55,"UK:Great Britain",2,0
"GNYF-QG5",NA,"Lady Ursula Woodcock","1456 - Unknown",NA,"UK:Great Britain",5,0
"GNYX-26S",NA,"Sir John Woodcock","1452 - 1522",70,"UK:Great Britain",7,0
"GQ16-724",NA,"Sir William Kirton Lincolnshire Coney","1462 - 1509",47,"UK:Great Britain",10,8
"GQ17-M3F",NA,"Sarah Gillard","1420 - 1450",31,"UK:Great Britain",1,0
"GQ17-PDM",NA,"Margaret Stourton","1433 - 1474",41,"UK:Great Britain",9,8
"GQ18-99W",NA,"Alice Bell","1467 - 1540",73,"UK:Great Britain",9,0
"GQ1C-WFQ",NA,"Richard D’Irmingland","1422 - 1476",54,"UK:Great Britain",1,0
"GQ1Q-8M3",NA,"Edward Warren Baker","1420 - 1450",30,"UK:Great Britain",1,0
"GQ25-9XP",NA,"Ellen D Biloxham","1455 - 1482",27,"UK:Great Britain",4,0
"GQ3V-G48",NA,"Sir Henry Harman of Ellam","1455 - 1501",46,"UK:Great Britain",6,0
"GQ57-49Z",NA,"Sir William Burley of Bromcroft","1440 - 1530",90,NA,3,0
"GQ5R-PX5",NA,"Henry Barley Sheriff of Essex","1425 - 1475",50,"UK:Great Britain",12,3
"GQ63-9N7",NA,"Margaret Ward","1446 - 1497",51,"UK:Great Britain",3,0
"GQ6S-B5V",NA,"Thomas Clement Oldefylde","1444 - Unknown",NA,"UK:Great Britain",3,0
"GQ6W-8L6",NA,"Robert De Aston III","1389 - 1447",58,"UK:Great Britain",6,2
"GQ7Q-H67",NA,"Elizabeth Bretherton","1470 - Unknown",NA,"UK:Great Britain",2,0
"GQ7Y-DWC",NA,"Amnelia Barnett","1483 - 1513",30,"UK:Great Britain",5,1
"GQ9D-8K6",NA,"John Spendlove","1429 - Unknown",NA,"UK:Great Britain",1,0
"GQ9D-WKQ",NA,"Joan Aignel","1430 - Unknown",NA,"UK:Great Britain",1,0
"GQBB-TD8",NA,"Mary FitzHugh","1471 - 1512",41,"UK:Great Britain",1,0
"GQDW-DKQ",NA,"Joan Dick Crooke","1489 - 1525",36,"UK:Great Britain",3,0
"GQFL-SVL",NA,"John Hewitt","1460 - 1540",80,"UK:Great Britain",1,10
"GQGY-L6Y",NA,"Agnes Harrington","1472 - Unknown",NA,"UK:Great Britain",2,0
"GQH2-1QM",NA,"Bertha Hopkins","1478 - Unknown",NA,"UK:Great Britain",1,0
"GQHL-Y55",NA,"William Kelsey","1470 - Unknown",NA,"UK:Great Britain",1,0
"GQKN-5FN",NA,"Christopher de Lister","1434 - 1467",33,"UK:Great Britain",5,0
"GQKN-9H7",NA,"Mrs. John Colander","1445 - Unknown",NA,"UK:Great Britain",1,0
"GQKY-ZLV",NA,"Edmund de Trafford I","1390 - 1457",67,"UK:Great Britain",6,3
"GQLX-9SK",NA,"John Appleton","1404 - 1481",77,"UK:Great Britain",4,0
"GQP3-VPP",NA,"Marie Baert de Violon","1430 - 1490",60,"France",1,2
"GQPQ-8L3",NA,"Jean de Hawise Haze","1430 - 1490",60,"France",1,0
"GQRC-KVL",NA,"Margaret Welling","1413 - 1468",55,"UK:Great Britain",4,0
"GQTZ-K3X",NA,"Sir John Hudleston","1420 - 1493",73,"UK:Great Britain",8,3
"GS2C-9HS",NA,"Alice Annie Staunton","1442 - 1520",78,"UK:Great Britain",4,5
"GS6M-G3F",NA,"Anna Margarette Regina Pedissiqua","1453 - 1493",40,"Spain",5,0
"GS6S-5X4",NA,"Bartholmé SCHWEIKHARDT","1450 - Unknown",NA,"Germany",1,0
"GS8D-GV8",NA,"Richard Bowyer of Petworth","1435 - 1506",71,"UK:Great Britain",1,2
"GS9B-95L",NA,"Sir Andrew Doget Docket","1414 - 1484",70,"UK:Great Britain",1,0
"GS9Q-PV4",NA,"William Annesley","Unknown - Unknown",NA,"UK:Great Britain",1,0
"GSD5-CR9",NA,"Margery Lovestick","1382 - 1438",56,"UK:Great Britain",3,1
"GSF8-KG9",NA,"Amphilbis De Longford","1395 - 1450",55,"UK:Great Britain",5,2
"GSFK-2W7",NA,"Lady Isabel William","1405 - 1486",81,"UK:Great Britain",4,1
"GSG3-XFX",NA,"Sir Edward FitzEustace","1381 - 1454",73,"Ireland",7,2
"GSGK-YQQ",NA,"Katherine Packard","1413 - Unknown",NA,"UK:Great Britain",1,0
"GSH9-F3Z",NA,"Agnes Anne Day","1432 - 1460",28,"UK:Great Britain",2,0
"GSKV-JJD",NA,"William Scott","1430 - Unknown",39,"UK:Great Britain",1,0
"GSKV-X85",NA,"Alice","1430 - Unknown",42,"UK:Great Britain",1,0
"GSKZ-3P8",NA,"John Digges","1440 - 1502",62,"UK:Great Britain",4,0
"GSKZ-C7G",NA,"Joan Clifton","1450 - Unknown",NA,"UK:Great Britain",4,2
"GSMV-J3Y",NA,"Margaret Colwick","1459 - 1506",47,"UK:Great Britain",10,0
"GSND-ND6",NA,"Sir William Marrow III","1380 - 1450",70,"UK:Great Britain",4,0
"GSNF-5V5",NA,"Jane Heighman","1469 - 1520",51,"UK:Great Britain",2,9
"GSQR-23F",NA,"Robert de Liston","Unknown - 1484",NA,NA,1,0
"GSQR-RJD",NA,"Alice Banck","1426 - 1465",39,"UK:Great Britain",1,0
"GSQR-RMF",NA,"William Felton","1425 - Unknown",NA,"UK:Great Britain",2,0
"GSQR-TLJ",NA,"Isabel de Essex","1450 - 1470",20,NA,1,0
"GSR7-YYG",NA,"William Fenworth Gibbs","1450 - 1483",33,"UK:Great Britain",1,0
"GST8-W4L",NA,"Agnes Knight","1475 - Unknown",NA,"UK:Great Britain",2,0
"GSTL-ZY2",NA,"Jane Joane Kesteven DICKENS","1477 - 1532",55,"UK:Great Britain",1,0
"GSTM-HZQ",NA,"Edward Braddrock Goodwyn","1470 - Unknown",NA,"UK:Great Britain",1,0
"GV1N-RXP",NA,"Robert Aleyn","1385 - 1417",32,"UK:Great Britain",2,0
"GV1V-9MX",NA,"Lord Simon De Cooper","1375 - 1422",47,"UK:Great Britain",3,0
"GV45-7ZT",NA,"Sarah Goodnough","1422 - 1455",33,NA,1,0
"GV4Y-823",NA,"Roger Winter","1420 - Unknown",NA,"UK:Great Britain",4,0
"GV65-9FR",NA,"Margaret Brooke","1470 - 1499",29,"UK:Great Britain",2,9
"GV6J-57Q",NA,"Agnes","1473 - Unknown",NA,"UK:Great Britain",1,0
"GV6J-BYL",NA,"William Cooke","1470 - Unknown",NA,"UK:Great Britain",1,0
"GV8M-WRC",NA,"Lady Anne Washborne","1420 - Unknown",45,"UK:Great Britain",4,0
"GV92-YXM",NA,"Anna","Unknown - Unknown",NA,NA,1,0
"GVB3-5VQ",NA,"John Stourton","1375 - 1438",63,"UK:Great Britain",2,0
"GVHD-JCP",NA,"King Tadg an Chomaid O'Brien","1423 - 1466",43,"Ireland",7,9
"GVKS-RFC",NA,"Sir John Hurst II","1460 - 1530",70,"UK:Great Britain",7,2
"GVMJ-X1V",NA,"Alexander-mac-Henry Sutherland 3rd of Duffus","1403 - 1482",79,"UK:Great Britain",6,0
"GVMX-VNZ",NA,"Elizabeth Stourton","1396 - 1472",76,"UK:Great Britain",6,3
"GVNW-W23",NA,"Anne Conyers","1466 - 1536",70,NA,4,0
"GVP5-2HV",NA,"Robert Wynninge","1451 - 1483",32,"UK:Great Britain",1,0
"GVPB-L1N",NA,"Ann Pickering","1469 - 1482",13,"UK:Great Britain",3,0
"GVT5-K92",NA,"Margaret Leventhorpe 15GGM","1425 - Unknown",NA,"UK:Great Britain",1,2
"GVVX-81K",NA,"John Bourchier","1467 - 1533",66,"UK:Great Britain",8,2
"GVW8-BSP",NA,"William de Villiers Sir Knight III","1400 - 1480",80,"UK:Great Britain",6,0
"GVW8-Q7N",NA,"More O'Conor","1400 - 1460",60,"Ireland",1,0
"GVWZ-R1B",NA,"Edmund Fitzmaurice","1390 - 1498",108,"Ireland",1,0
"GVWZ-RXK",NA,"Annabelle de Burke","1430 - 1466",36,"Ireland",7,0
"GVXP-4JV",NA,"Robert Leeson Sr.","1460 - Unknown",NA,"UK:Great Britain",1,0
"GVY8-9D8",NA,"Mrs Ann Calthorpe","Unknown - Unknown",NA,NA,2,0
"GVYN-Q4R",NA,"William Wolfett","Unknown - Unknown",NA,"UK:Great Britain",1,0
"GW1L-QFF",NA,"Alice Doggett","1445 - Unknown",NA,"UK:Great Britain",1,0
"GW1Y-BY6",NA,"John Goodrich","1380 - 1439",59,"UK:Great Britain",1,0
"GW1Y-TPP",NA,"Rose Ralls","1385 - 1470",85,"UK:Great Britain",1,0
"GW2G-MBL",NA,"Archibald Boyd of Bonshaw","1454 - 1507",53,"UK:Great Britain",6,8
"GW3M-K27",NA,"Ralph Stafferton","1421 - 1533",112,"UK:Great Britain",5,1
"GW4L-3Z3",NA,"Sir Hugh Anderson Osborne","1442 - 1469",27,"UK:Great Britain",2,0
"GW5Y-29W",NA,"Robert Grantte","1461 - 1569",108,"UK:Great Britain",1,0
"GW5Y-JVX",NA,"Isolel Ross","1463 - 1530",67,"UK:Great Britain",1,0
"GW6G-DR5",NA,"Katherine Luster","1442 - 1492",50,"UK:Great Britain",2,0
"GW7W-MM4",NA,"John Pelesholle II","1450 - 1527",77,"UK:Great Britain",4,0
"GWBS-QTJ",NA,"Lord Ricardus Woodborne","1440 - 1497",57,"UK:Great Britain",1,0
"GWCL-SNM",NA,"Humphrey Compton","1410 - Unknown",NA,"UK:Great Britain",1,0
"GWDG-R4Y",NA,"Richard Pargiter","1450 - 1527",77,"UK:Great Britain",6,0
"GWGS-4S5",NA,"John de Cresswell","1412 - 1476",64,"UK:Great Britain",1,0
"GWGT-BYF",NA,"Margaret Mitford","1425 - 1475",50,"UK:Great Britain",6,1
"GWHK-WLC",NA,"Margaret Howel Vychan","1440 - 1489",49,"UK:Great Britain",1,0
"GWHK-ZHL",NA,"Maud Margaret D'Artois","1380 - 1456",76,"Ireland",2,0
"GWP9-33T",NA,"Catherine Alice Baldwin","1456 - 1561",105,"UK:Great Britain",1,1
"GWQC-YZB",NA,"Ann Babe Smith","1435 - 1485",50,NA,1,0
"GWSH-R96","Q75385107","Princess Mary Stewart Stewart Countess Angus","Unknown - 1458",77,"UK:Great Britain",9,5
"GWW7-622",NA,"Walter Reynell VIII","1395 - 1475",80,"UK:Great Britain",7,0
"GWWX-1FT",NA,"Lady Dorothy Hillary","1434 - 1502",68,"UK:Great Britain",6,0
"GWXR-C2M",NA,"William de Tendring","1466 - 1540",74,"UK:Great Britain",3,0
"GWYX-GKY",NA,"Thomasine Maleverer","1408 - 1490",82,"UK:Great Britain",3,0
"GX11-G3Z",NA,"William Daniel Hankins","1450 - 1512",62,"UK:Great Britain",1,0
"GX15-Y2H",NA,"Joan de Waterton","1401 - 1434",33,"UK:Great Britain",6,1
"GX1P-WQ1",NA,"Lady Alice Blythe","1465 - 1523",58,"UK:Great Britain",9,3
"GX1T-D11",NA,"Lord Ulick An Fhiona de Burke 3rd Of Clanricarde","1364 - 1424",60,"Ireland",3,3
"GX4H-NXW",NA,"Lady Mary Fenwyke","1430 - 1513",83,"UK:Great Britain",8,4
"GX56-4LD",NA,"Thomas Henry Stanbridge","1400 - 1450",50,"UK:Great Britain",1,0
"GX66-5NB",NA,"Catherine O'Brian","1385 - 1428",43,"Ireland",5,0
"GX85-3GB",NA,"Sir William Darrell","1359 - 1400",41,"UK:Great Britain",6,1
"GX9B-GDR",NA,"Sir Roger Anderson","1440 - 1490",50,"UK:Great Britain",12,4
"GXB9-6YY",NA,"John de Sutton","1442 - 1500",58,"UK:Great Britain",1,0
"GXFZ-9HL",NA,"Robert Morse","1434 - 1455",21,"UK:Great Britain",2,0
"GXG3-MQQ",NA,"Lady Mary Heston","1465 - 1540",75,"UK:Great Britain",8,0
"GXHX-QJT",NA,"John Conyers","1405 - Unknown",NA,"UK:Great Britain",1,0
"GXJH-L2D",NA,"Sir Thomas Robert Morton Lee","1458 - 1526",67,"UK:Great Britain",3,3
"GXJM-LSD",NA,"Margaret Wayte","1435 - 1461",26,"UK:Great Britain",8,0
"GXJT-PG4",NA,"Alice Corbet","1389 - 1458",69,"UK:Great Britain",6,4
"GXJT-VLQ",NA,"Joan Bruyn","1422 - 1475",53,"UK:Great Britain",2,3
"GXJX-56L",NA,"Lady Edith Latymer of Duntish","1437 - 1504",67,"UK:Great Britain",1,11
"GXLD-8ST",NA,"Robert Burguillon","1414 - Unknown",NA,"UK:Great Britain",1,0
"GXP6-QHJ",NA,"George William Tanner","1501 - 1560",59,"UK:Great Britain",1,0
"GXPM-CNR",NA,"James II Stewart King of Scotland","1430 - 1460",29,"UK:Great Britain",6,6
"GXRK-3LT",NA,"Anna Katharina Kempt","1490 - Unknown",NA,"Germany",3,0
"GXSF-2RQ",NA,"Sir Bauldwin Mountfort","1427 - 1479",52,"UK:Great Britain",2,4
"GXSH-ZFQ",NA,"Mrs. Thomas Deledrede","1425 - Unknown",NA,"UK:Great Britain",1,0
"GXT3-TCJ",NA,"Ellen Griffith","1445 - Unknown",NA,"UK:Great Britain",1,0
"GXTS-8B7",NA,"Mallt Verch Evan Lloyd","1400 - Unknown",NA,"UK:Wales:Anglesey",4,1
"GXTS-XKJ",NA,"William Bulkeley","1443 - 1490",47,"UK:Great Britain",1,1
"GXV7-PN4",NA,"Elizabeth Grey","1440 - 1501",62,"UK:Great Britain",9,2
"GXVM-651",NA,"Geoffrey Barrett","1431 - 1487",56,NA,1,0
"GXWG-236",NA,"Ragnvald Kolbeinnson av Randall","1405 - Unknown",NA,"UK:Scotland:Orkney Islands:Mainland",1,0
"GXWR-FGV",NA,"William De Bures I","1394 - 1439",45,"UK:Great Britain",2,0
"GXX8-4RM",NA,"Judith Ni ÓNéill","1492 - 1535",43,"UK:Northern Ireland",2,9
"GXXX-XQS",NA,"Mrs. Buckler","1425 - Unknown",NA,"UK:Great Britain",2,0
"GZ4B-NJW",NA,"Margaret Hoo","1435 - 1488",53,NA,1,0
"GZ53-MT3",NA,"Katherine Tiedkt","1449 - 1471",22,"UK:Great Britain",3,0
"GZ6Z-2QJ",NA,"Dorothea Reichel","1477 - Unknown",NA,"Germany",1,0
"GZ8H-T3V",NA,"Katherine Parton of Sharrington","1422 - 1474",52,"UK:Great Britain",1,0
"GZB5-BT9",NA,"Mrs. Richard Freebody","1453 - Unknown",NA,"UK:Great Britain",1,0
"GZCR-VVY",NA,"Alice Shaw Lehman","1467 - 1552",85,"UK:Great Britain",3,0
"GZD8-R4J",NA,"Goldeubryd verch Madoc","1399 - Unknown",NA,"UK:Great Britain",3,0
"GZDD-2YN",NA,"Sir Thomas Lord of Altyre Comyn Knight","1439 - 1512",73,"UK:Great Britain",3,1
"GZFM-MN5",NA,"Alice de Venables","1398 - 1463",64,"UK:Great Britain",7,5
"GZFS-XCG",NA,"Judith Rebecca Weaver","1452 - Unknown",NA,"UK:Great Britain",1,0
"GZKG-HZ3",NA,"Sir James Danby","1439 - 1496",57,"UK:Great Britain",7,1
"GZNM-QRM",NA,"WILLIAM DALE`","1443 - 1514",71,"UK:Great Britain",1,0
"GZQT-RXN",NA,"Richard Molyneux","1368 - 1397",29,"UK:Great Britain",6,1
"GZVW-3CG",NA,"Sir John Zouche","1404 - Unknown",NA,"UK:Great Britain",1,3
"GZW4-HYN",NA,"Stevin Hedge","Unknown - Unknown",NA,NA,1,0
"GZY1-797",NA,"William Brereton","1389 - 1415",26,"UK:Great Britain",6,6
"GZZD-9P3",NA,"Sir Robert Samon","1460 - 1543",83,"UK:Great Britain",1,0
"K12W-TQC",NA,"Sir John de Dinham","1406 - 1458",52,"UK:Great Britain",9,8
"K2V9-5TS",NA,"Jane Lacy","1417 - 1460",43,"UK:Great Britain",3,4
"K2V9-RHY",NA,"John Kaye III","1402 - 1498",96,"UK:Great Britain",3,1
"K41F-2VX",NA,"Agnes Frankis","1468 - Unknown",NA,NA,5,0
"K4F1-G7P",NA,"Anne ferch Watkin Roper Vychan","1465 - Unknown",NA,"UK:Great Britain",1,0
"K4XN-2V4",NA,"Geffrey Massey","1445 - Unknown",NA,"UK:Great Britain",7,0
"K6QG-NV6","Q7321859","Sir Rys ap Thomas","1449 - 1525",76,"UK:Great Britain",4,9
"K86G-LMN","Q16842103","Hector Mor MacLean 12th. Clan Chief","1497 - 1568",71,NA,11,1
"K8VX-7B4",NA,"John Freston","1452 - Unknown",NA,NA,5,0
"K8WH-69H",NA,"Richard de Reynes II","1470 - 1535",65,"UK:Great Britain",2,0
"K8YT-3B2",NA,"John Knight","1435 - 1472",37,"UK:Great Britain",8,0
"KCFH-3FT",NA,"Mabel Lancaster","1437 - Unknown",38,"UK:Great Britain",5,0
"KCH3-WKY",NA,"Richard Isham","1438 - 1491",53,"UK:Great Britain",4,2
"KCJB-9RR",NA,"John William Reade","1461 - 1503",42,"UK:Great Britain",15,1
"KCSX-ZTP",NA,"Cyriacus Von Hebel","1476 - Unknown",NA,"Germany",1,0
"KDWS-P7P",NA,"Thomas Clare","1408 - 1463",55,"UK:Great Britain",1,0
"KFBH-MTM",NA,"Margery Chichley","1439 - 1501",62,"UK:Great Britain",3,14
"KFK5-35P",NA,"Rees Rhys Chaloner","1440 - 1470",31,"UK:Great Britain",2,0
"KFK5-QJB",NA,"Ursula Peek","1450 - 1470",20,"UK:Great Britain",2,0
"KG3M-JP6",NA,"Alan Cathcart Master of Cathcart","1455 - Unknown",NA,NA,6,9
"KG3T-VG6",NA,"Joseph Jackson Baker","1460 - 1510",50,"UK:Great Britain",3,7
"KG8T-WFD",NA,"Margaret Waddeley","1425 - Unknown",NA,"UK:Great Britain",6,0
"KGCN-JX2",NA,"Jane Ellis","1500 - 1549",49,"UK:Great Britain",7,3
"KHC2-D26",NA,"Henry ap Gwiliam Vychan","1475 - Unknown",NA,"UK:Great Britain",2,0
"KHPQ-XN7",NA,"John Turke","1440 - Unknown",52,"UK:Great Britain",3,1
"KJ41-27N",NA,"Lady Joan Welles","1413 - 1459",46,"UK:Great Britain",2,2
"KJWR-NYF",NA,"Alice Dunne or Done","1432 - 1518",86,"UK:Great Britain",2,0
"KL31-KF5",NA,"Alice Winston","1460 - 1491",31,"UK:Great Britain",2,0
"KL6L-H9Z",NA,"Alice Knutson","1445 - Unknown",NA,"UK:Great Britain",4,0
"KLQC-HH5",NA,"Alexander Hulton","1489 - 1544",55,"UK:Great Britain",9,4
"KLYH-S2Y",NA,"Jeane Wile","1404 - 1460",56,"Ireland",6,0
"KN43-FJM",NA,"Cecily Mainwaring","1401 - 1483",82,"UK:Great Britain",7,10
"KN4S-KGX",NA,"Sir Edmund Hungerford","1409 - 1484",74,"UK:Great Britain",24,9
"KNDH-Y7K",NA,"Robert Grosvenor","1445 - 1497",52,"UK:Great Britain",11,2
"KNJL-B28",NA,"Edmund Kuerden","1445 - 1503",58,NA,4,4
"KNQB-4DN",NA,"Margaret King Lady of Appleton","1436 - 1510",74,"UK:Great Britain",2,0
"KP42-W21","Q222616","James III Stewart King of Scotland","1451 - 1488",36,"UK:Great Britain",3,5
"KPH9-77H",NA,"Jane Brereton","1454 - 1517",63,"UK:Great Britain",8,11
"KVJG-BMN",NA,"Joanna","1425 - Unknown",NA,"UK:Great Britain",1,0
"KVJG-YD5",NA,"Thomas Proude","1414 - Unknown",NA,"UK:Great Britain",1,0
"KZ5L-84J",NA,"Jane Stones","1503 - Unknown",NA,"UK:Great Britain",9,0
"KZL4-SN2",NA,"Anthony Crook","1487 - 1525",38,"UK:Great Britain",3,3
"KZS9-GKS",NA,"Elizabeth Fenrother","1480 - 1536",56,"UK:Great Britain",3,3
"L131-P34",NA,"Edward Le Targe","1450 - Unknown",NA,"France",1,0
"L13K-B4K",NA,"John Fettiplace","1427 - 1464",37,"UK:Great Britain",5,2
"L14R-1VT",NA,"Sir John Forde Clarke III","1448 - 1497",48,"UK:Great Britain",11,11
"L15K-SFX",NA,"Elizabeth Middleton","1412 - 1485",73,"UK:Great Britain",2,0
"L17V-GTC",NA,"John Tichbourne III, Esq.","1460 - 1498",38,"UK:Great Britain",1,0
"L195-WVW",NA,"Margery de Greene","1440 - 1495",55,"UK:Great Britain",1,3
"L195-X6K",NA,"Joseph Coleclough","1420 - 1509",89,"UK:Great Britain",1,1
"L1BP-8MW",NA,"Jane Serjeant","1410 - Unknown",NA,"Ireland",2,1
"L1BP-DPV",NA,"Sir Jenico d'Artois The Younger","1410 - 1489",79,"Ireland",2,1
"L1DF-56W",NA,"Lady Agnes Jodrell","1469 - 1523",54,"UK:Great Britain",3,0
"L1F2-WQ2",NA,"Blanch Pownde","1424 - 1509",85,"UK:Great Britain",6,0
"L1FB-HCV",NA,"Lady Anna Winters","1447 - 1520",73,"UK:Great Britain",1,0
"L1FK-F1B",NA,"Teige MacCarthy 6th Lord of Muskerry","Unknown - 1461",NA,NA,5,3
"L1FV-WNP",NA,"Sarah Collins","1430 - 1490",60,"UK:Great Britain",1,0
"L1H1-4MP",NA,"Elizabeth d'Abridgecourt","1427 - 1461",34,"UK:Great Britain",3,0
"L1J1-TMZ",NA,"Cecily","1435 - 1495",60,"UK:Great Britain",5,0
"L1JF-6MK",NA,"Michael KIEFFER","1450 - Unknown",NA,"France",1,0
"L1KG-25D",NA,"Esota Murray","1472 - 1536",65,"UK:Great Britain",2,8
"L1ND-T52",NA,"Giles Leigh","1470 - Unknown",68,"UK:Great Britain",4,2
"L1NT-R5R",NA,"Donald Reagh Kavanaugh","1396 - 1476",80,"Ireland",2,0
"L1QW-K4L",NA,"Alexander Montgomery 1st Lord Montgomerie","1381 - 1470",89,"UK:Great Britain",5,11
"L1RC-H4X",NA,"Jane Ashton","1415 - 1450",35,"UK:Great Britain",6,10
"L1W2-LWW",NA,"Elizabeth Courtenay","1447 - 1510",63,"UK:Great Britain",5,6
"L1WP-FTF",NA,"Joan Fitzgerald","1475 - 1540",65,"Ireland",2,0
"L1WQ-Y8J",NA,"Roger Holcombe","1435 - 1480",45,"UK:Great Britain",4,0
"L1WR-CWW",NA,"Edward Calthorpe","1470 - 1535",65,"UK:Great Britain",2,6
"L1WZ-8W1",NA,"Sir Richard Guildford","1455 - 1506",51,"UK:Great Britain",13,8
"L23L-H79",NA,"Thomas Heigham","1442 - 1520",77,"UK:Great Britain",13,8
"L271-VQD",NA,"Margaret Gaynsford","1457 - 1497",40,"UK:Great Britain",5,6
"L272-KJT",NA,"Margaret MacDonald","1490 - 1525",35,"UK:Scotland:Island of Skye",11,6
"L272-VTV",NA,"Alexander Allister MacDonald 6th of Glengarry","1487 - 1560",73,"UK:Great Britain",12,0
"L29Y-82X",NA,"William Seeley","1465 - 1565",100,"UK:Great Britain",4,0
"L2CW-WR8",NA,"Elizabeth Gill","1474 - 1559",85,"UK:Great Britain",11,8
"L2G4-GDY",NA,"Lady Agnes Hassall","1422 - 1467",45,"UK:Great Britain",20,1
"L2M5-T52",NA,"Elizabeth Scrope","1420 - 1498",78,"UK:Great Britain",10,6
"L2MK-8Z4",NA,"Sir John Wadham III","1402 - 1476",74,"UK:Great Britain",14,6
"L2MP-G2G",NA,"Lucia Moyle","1450 - 1494",43,"UK:Great Britain",10,14
"L2N6-N65",NA,"Sir Thomas Bell II","1420 - 1503",83,"UK:Great Britain",6,0
"L2RR-HCN",NA,"Rhys ap Dafydd Llwyd","1440 - 1469",29,"UK:Great Britain",3,5
"L2RY-ZYF",NA,"Christiana Paulet","1449 - 1521",72,"UK:Great Britain",15,4
"L2SL-355",NA,"Edward de Lugg","1463 - 1560",97,"UK:Great Britain",3,1
"L2XF-253",NA,"Lucille Dakyns","1470 - 1500",31,"UK:Great Britain",7,0
"L2XF-2PF",NA,"John Dakyns","1470 - 1581",111,"UK:Great Britain",7,0
"L41Y-Y7Z",NA,"John Coney","1445 - 1482",37,"UK:Great Britain",3,8
"L4QF-7Q1",NA,"Agnes Harington","1407 - 1490",83,"UK:Great Britain",10,3
"L4QZ-K7H",NA,"Margaret Legard","1374 - Unknown",NA,"UK:Great Britain",1,4
"L51B-YTG",NA,"Simon Atte Stone","1450 - 1510",60,"UK:Great Britain",12,3
"L51P-R2K",NA,"Herbert Maxwell First Lord Maxwell","1388 - Unknown",64,"UK:Great Britain",15,4
"L526-3Z2",NA,"Catherine Moleyns Duchess of Norfolk","1423 - 1465",42,"UK:Great Britain",13,8
"L52B-16F",NA,"Alice de Brereton","1450 - 1490",40,"UK:Great Britain",2,3
"L52C-SCN",NA,"Sir Robert Markham I","1406 - 1446",40,"UK:Great Britain",9,8
"L55H-YQZ",NA,"William De Maltbie","1440 - 1547",107,"UK:Great Britain",1,0
"L567-PNG",NA,"Sir George Browne","1440 - 1483",43,"UK:Great Britain",2,9
"L56B-N71",NA,"Mrs Richard Fowle","1492 - Unknown",NA,"UK:Great Britain",5,0
"L584-PYG",NA,"Isabel Herbert Finch","1405 - 1457",52,"UK:Great Britain",10,5
"L586-9HQ",NA,"Jeanne Delange","1450 - 1515",65,"France",3,0
"L5GP-47R",NA,"Elizabeth Maud Bromwich","1381 - 1423",42,"UK:Great Britain",4,7
"L5JS-4WM",NA,"Robert Mawle","1460 - 1556",96,"UK:Great Britain",2,0
"L5K2-HL2",NA,"John Le Barker","1436 - 1507",71,"UK:Great Britain",14,4
